ocrSubjNumR,tocNum,ocrRepNo,id_repno_all,id_hd,tocName,keywordsall
1.2.2.4.3,1.2.2.4.3,NACA-RM-L50F21,NACA-RM-L50F21,metadc58502,All-Movable,ailerons rolling effectiveness drag coefficients
1.2.2.4.3,1.2.2.4.3,NACA-RM-L54D16a,NACA-RM-L54D16a,metadc279644,All-Movable,aircraft wings canard control surfaces
1.2.2.4.3,1.2.2.4.3,NACA-RM-L52H19,NACA-RM-L52H19,metadc59352,All-Movable,triangular wings aerodynamics
1.2.2.4.3,1.2.2.4.3,NACA-RM-L52I29,NACA-RM-L52I29,metadc59410,All-Movable,missile control canard control surfaces missile wake missiles
1.2.2.4.3,1.2.2.4.3,NACA-RM-A53D21,NACA-RM-A53D21,metadc59606,All-Movable,triangular wings aircraft tails aerodynamics
1.2.2.4.3,1.2.2.4.3,NACA-RM-A52L15,NACA-RM-A52L15,metadc59487,All-Movable,triangular wings large-scale characteristics
1.2.2.4.3,1.2.2.4.3,NACA-RM-L52B01,NACA-RM-L52B01,metadc59124,All-Movable,geometric relations aerodynamics
1.2.2.4.3,1.2.2.4.3,NACA-TN-3224,NACA-TN-3224,metadc57491,All-Movable,slender-body theory wing-body combinations aerodynamics
1.2.2.4.3,1.2.2.4.3,NACA-RM-L53H13,NACA-RM-L53H13,metadc59768,All-Movable,aerodynamics sweptback tails
1.2.2.4.3,1.2.2.4.3,NACA-RM-A52F13,NACA-RM-A52F13,metadc59282,All-Movable,aircraft control triangular plan forms
1.2.2.4.3,1.2.2.4.3,NACA-RM-L52B15a,NACA-RM-L52B15a,metadc59157,All-Movable,aircraft control wing-tip controls
1.2.2.4.3,1.2.2.4.3,NACA-RM-L50K03,NACA-RM-L50K03,metadc64661,All-Movable,aircraft stores aerodynamics aircraft drag
1.2.2.4.3,1.2.2.4.3,NACA-RM-L50K16,NACA-RM-L50K16,metadc58657,All-Movable,aircraft wings aerodynamics
1.2.2.4.3,1.2.2.4.3,NACA-RM-L52B25,NACA-RM-L52B25,metadc59206,All-Movable,aircraft tails aircraft stability
1.2.2.4.3,1.2.2.4.3,NACA-RM-L51K08,NACA-RM-L51K08,metadc59288,All-Movable,aircraft stability aircraft control
1.2.2.4.3,1.2.2.4.3,NACA-RM-L51I06,NACA-RM-L51I06,metadc59143,All-Movable,aircraft stability aircraft tails
1.2.2.4.3,1.2.2.4.3,NACA-RM-L51C07,NACA-RM-L51C07,metadc58817,All-Movable,aircraft control wing tip controls
1.2.2.4.3,1.2.2.4.3,NACA-RM-L50D19,NACA-RM-L50D19,metadc58556,All-Movable,aircraft elevators aircraft control wing-tip controls
1.2.2.4.3,1.2.2.4.3,NACA-RM-L51K06,NACA-RM-L51K06,metadc59274,All-Movable,aerodynamics aircraft design aircraft stability aircraft control
1.2.2.4.3,1.2.2.4.3,NACA-RM-E52J08,NACA-RM-E52J08,metadc59462,All-Movable,missiles nacelle engines
1.2.2.4.3,1.2.2.4.3,NACA-TR-1307,NACA-TR-1307,metadc65599,All-Movable,wing-body combinations component interference
1.2.2.4.3,1.2.2.4.3,NACA-RM-E52H08,NACA-RM-E52H08,metadc59375,All-Movable,missiles missile power
1.2.2.4.3,1.2.2.4.3,NACA-RM-L56B20,NACA-RM-L56B20,metadc62445,All-Movable,aircraft tails aircraft control
1.2.2.4.3,1.2.2.4.3,NACA-RM-L55F14,NACA-RM-L55F14,metadc61495,All-Movable,rolling effectivness aircraft wings ailerons
1.2.2.4.3,1.2.2.4.3,NACA-RM-L54K30,NACA-RM-L54K30,metadc61184,All-Movable,tail fins rolling effectiveness aerodynamics
1.2.2.4.3,1.2.2.4.3,NACA-RM-L54G13,NACA-RM-L54G13,metadc60614,All-Movable,ailerons airfoils
1.2.2.4.3,1.2.2.4.3,NACA-RM-L54G20,NACA-RM-L54G20,metadc60740,All-Movable,delta wings investigations
1.2.2.4.3,1.2.2.4.3,NACA-RM-L54F09,NACA-RM-L54F09,metadc60415,All-Movable,missile stability missile configurations
1.2.2.4.3,1.2.2.4.3,NACA-RM-L54B11,NACA-RM-L54B11,metadc60170,All-Movable,aerodynamics delta-wing missiles
1.2.2.4.3,1.2.2.4.3,NACA-RM-L53K03,NACA-RM-L53K03,metadc59939,All-Movable,canard missiles missile control
1.2.2.4.3,1.2.2.4.3,NACA-RM-A53H18,NACA-RM-A53H18,metadc59819,All-Movable,rolling moments wing-tail interference
1.2.2.4.3,1.2.2.4.3,NACA-RM-L56B21,NACA-RM-L56B21,metadc62463,All-Movable,missiles ram-jet canard missiles missile stability missile control
1.2.2.4.3,1.2.2.4.3,NACA-RM-A51L03,NACA-RM-A51L03,metadc59909,All-Movable,triangular wings lateral characteristics
1.2.2.4.3,1.2.2.4.3,NACA-RM-L53I03,NACA-RM-L53I03,metadc59873,All-Movable,aerodynamics all-movable wings
1.2.2.4.3,1.2.2.4.3,NACA-RM-A51I07,NACA-RM-A51I07,metadc59147,All-Movable,aircraft stability aircraft control aircraft wings
1.2.2.4.3,1.2.2.4.3,NACA-RM-L51H03,NACA-RM-L51H03,metadc58960,All-Movable,rolling effectiveness aircraft control aircraft wings
1.2.2.4.3,1.2.2.4.3,NACA-RM-A9L01,NACA-RM-A9L01,metadc58401,All-Movable,aerodynamics all-movable wings
1.2.2.5,1.2.2.5,NACA-RM-L8A22,NACA-RM-L8A22,metadc57658,Reynolds-Number Effects,aircraft flaps airfoils aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A9D25,NACA-RM-A9D25,metadc58255,Reynolds-Number Effects,aircraft wings Mach number effects Reynolds number effects
1.2.2.5,1.2.2.5,NACA-RM-A9C07,NACA-RM-A9C07,metadc58231,Reynolds-Number Effects,wing-fuselage combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A9C21,NACA-RM-A9C21,metadc58259,Reynolds-Number Effects,wing-fuselage combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L8B19,NACA-RM-L8B19,metadc57580,Reynolds-Number Effects,aerodynamics aircraft design aircraft stability aircraft control
1.2.2.5,1.2.2.5,NACA-RM-A8J04,NACA-RM-A8J04,metadc57831,Reynolds-Number Effects,wing-fuselage combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L8A28e,NACA-RM-L8A28e,metadc57637,Reynolds-Number Effects,aircraft stability aircraft sweepback aircraft design
1.2.2.5,1.2.2.5,NACA-RM-A52F13,NACA-RM-A52F13,metadc59282,Reynolds-Number Effects,aircraft control triangular plan forms
1.2.2.5,1.2.2.5,NACA-RM-L9F14,NACA-RM-L9F14,metadc58233,Reynolds-Number Effects,aircraft wings aircraft design aerodynamics sweptback wings
1.2.2.5,1.2.2.5,NACA-RM-L9J04,NACA-RM-L9J04,metadc58332,Reynolds-Number Effects,aerodynamics tip tanks
1.2.2.5,1.2.2.5,NACA-RM-A9K18,NACA-RM-A9K18,metadc58357,Reynolds-Number Effects,aircraft wings aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L9K03,NACA-RM-L9K03,metadc58344,Reynolds-Number Effects,aerodynamics aircraft wings lift coefficients
1.2.2.5,1.2.2.5,NACA-RM-L50A31,NACA-RM-L50A31,metadc58579,Reynolds-Number Effects,aircraft stability aircraft control aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A50I01,NACA-RM-A50I01,metadc58656,Reynolds-Number Effects,Northrop X-4 aircraft stability aircraft control
1.2.2.5,1.2.2.5,NACA-RM-L50L19,NACA-RM-L50L19,metadc58742,Reynolds-Number Effects,X-3 aircraft stability
1.2.2.5,1.2.2.5,NACA-RM-A50K27,NACA-RM-A50K27,metadc58776,Reynolds-Number Effects,sweptback wings aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L51L04,NACA-RM-L51L04,metadc59896,Reynolds-Number Effects,aircraft wings airfoils lift coefficients aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A52B05,NACA-RM-A52B05,metadc59151,Reynolds-Number Effects,aircraft wings static longitudinal characteristics
1.2.2.5,1.2.2.5,NACA-RM-A52C24,NACA-RM-A52C24,metadc59278,Reynolds-Number Effects,aircraft wings drag coefficients
1.2.2.5,1.2.2.5,NACA-RM-A50F09,NACA-RM-A50F09,metadc58507,Reynolds-Number Effects,wing-fuselage combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A8F22,NACA-RM-A8F22,metadc57778,Reynolds-Number Effects,airfoils pressure distributions
1.2.2.5,1.2.2.5,NACA-RM-A50G10,NACA-RM-A50G10,metadc58608,Reynolds-Number Effects,wing-body combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A50K24,NACA-RM-A50K24,metadc58675,Reynolds-Number Effects,wing-body combination aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A50K06,NACA-RM-A50K06,metadc58694,Reynolds-Number Effects,sweptback wings boundary layer control aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L55F06,NACA-RM-L55F06,metadc61412,Reynolds-Number Effects,aerodynamics aircraft stability
1.2.2.5,1.2.2.5,NACA-TN-3903,NACA-TN-3903,metadc56476,Reynolds-Number Effects,hydrodynamics vortex ventilation
1.2.2.5,1.2.2.5,NACA-TN-3908,NACA-TN-3908,metadc56503,Reynolds-Number Effects,hydrodynamics flat plates
1.2.2.5,1.2.2.5,NACA-RM-L6H28a,NACA-RM-L6H28a,metadc63767,Reynolds-Number Effects,aircraft wings force characteristics
1.2.2.5,1.2.2.5,NACA-RM-L6L20a,NACA-RM-L6L20a,metadc63769,Reynolds-Number Effects,aerodynamics lift coefficients aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-L6I10,NACA-RM-L6I10,metadc62826,Reynolds-Number Effects,North American P-51D lift coefficients
1.2.2.5,1.2.2.5,NACA-RM-A7F06,NACA-RM-A7F06,metadc64619,Reynolds-Number Effects,aerodynamics triangular wings
1.2.2.5,1.2.2.5,NACA-RM-A7H28,NACA-RM-A7H28,metadc58089,Reynolds-Number Effects,aircraft design rounded edges aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L54L21,NACA-RM-L54L21,metadc61039,Reynolds-Number Effects,leading edge suction boundary layer separation aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A7K05,NACA-RM-A7K05,metadc58133,Reynolds-Number Effects,aircraft wings aerodynamics triangular wings
1.2.2.5,1.2.2.5,NACA-RM-A8E03,NACA-RM-A8E03,metadc57740,Reynolds-Number Effects,aircraft wings aerodynamics airfoils
1.2.2.5,1.2.2.5,NACA-RM-L8E18,NACA-RM-L8E18,metadc57685,Reynolds-Number Effects,aerodynamics aircraft design boundary-layer control
1.2.2.5,1.2.2.5,NACA-RM-A9G13,NACA-RM-A9G13,metadc58274,Reynolds-Number Effects,aerodynamics Reynolds number effects Mach number effects
1.2.2.5,1.2.2.5,NACA-RM-L50B15,NACA-RM-L50B15,metadc58411,Reynolds-Number Effects,aircraft suction aerodynamics sweptback wings
1.2.2.5,1.2.2.5,NACA-RM-A53J07,NACA-RM-A53J07,metadc60558,Reynolds-Number Effects,leading-edge extensions wing-fuselage-tail combinations
1.2.2.5,1.2.2.5,NACA-RM-L52G18,NACA-RM-L52G18,metadc59314,Reynolds-Number Effects,aerodynamics aircraft wings leading-edge roughness
1.2.2.5,1.2.2.5,NACA-TN-2487,NACA-TN-2487,metadc55712,Reynolds-Number Effects,sweptback wings aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A53F03,NACA-RM-A53F03,metadc59699,Reynolds-Number Effects,aircraft elevons aircraft control
1.2.2.5,1.2.2.5,NACA-RM-L8D29,NACA-RM-L8D29,metadc62760,Reynolds-Number Effects,sweptback wings high-lift devices stall-control devices
1.2.2.5,1.2.2.5,NACA-RM-A54F18,NACA-RM-A54F18,metadc64842,Reynolds-Number Effects,aircraft wings aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L54B03,NACA-RM-L54B03,metadc60454,Reynolds-Number Effects,aerodynamics aircraft control aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-L53I08,NACA-RM-L53I08,metadc59872,Reynolds-Number Effects,aerodynamics wings
1.2.2.5,1.2.2.5,NACA-RM-A50K28,NACA-RM-A50K28,metadc58698,Reynolds-Number Effects,aircraft wings low-aspect-ratio wings
1.2.2.5,1.2.2.5,NACA-RM-A50K20,NACA-RM-A50K20,metadc58662,Reynolds-Number Effects,wing-body combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A50K21,NACA-RM-A50K21,metadc58669,Reynolds-Number Effects,wing-body combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A50K24a,NACA-RM-A50K24a,metadc58684,Reynolds-Number Effects,wing-body combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A50K24b,NACA-RM-A50K24b,metadc58790,Reynolds-Number Effects,triangular wings aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A50K27a,NACA-RM-A50K27a,metadc63966,Reynolds-Number Effects,aerodynamics triangular wings
1.2.2.5,1.2.2.5,NACA-RM-A51D30,NACA-RM-A51D30,metadc58861,Reynolds-Number Effects,wing-body combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A51F21,NACA-RM-A51F21,metadc58916,Reynolds-Number Effects,wing-body combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A51H02,NACA-RM-A51H02,metadc58890,Reynolds-Number Effects,wing-body combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L51H06,NACA-RM-L51H06,metadc58969,Reynolds-Number Effects,aerodynamics characteristics airfoils
1.2.2.5,1.2.2.5,NACA-RM-A51K28,NACA-RM-A51K28,metadc59941,Reynolds-Number Effects,wing-body combinations aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-A52D23,NACA-RM-A52D23,metadc59318,Reynolds-Number Effects,wing-body combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A52E01,NACA-RM-A52E01,metadc59152,Reynolds-Number Effects,aerodynamics wing-body combinations aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-L52D16,NACA-RM-L52D16,metadc59364,Reynolds-Number Effects,swept wings longitudinal characteristics
1.2.2.5,1.2.2.5,NACA-RM-A52G02,NACA-RM-A52G02,metadc59337,Reynolds-Number Effects,rolling effectiveness aircraft spoilers
1.2.2.5,1.2.2.5,NACA-RM-L52G17,NACA-RM-L52G17,metadc59310,Reynolds-Number Effects,aircraft wings lift characteristics
1.2.2.5,1.2.2.5,NACA-RM-A52L02,NACA-RM-A52L02,metadc59502,Reynolds-Number Effects,wing-body combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A53C20,NACA-RM-A53C20,metadc64763,Reynolds-Number Effects,wing-body combinations aircraft elevons aircraft control
1.2.2.5,1.2.2.5,NACA-RM-L53G09,NACA-RM-L53G09,metadc59623,Reynolds-Number Effects,aircraft stability yaw characteristics
1.2.2.5,1.2.2.5,NACA-RM-A50J17,NACA-RM-A50J17,metadc58807,Reynolds-Number Effects,pressure distributions aircraft wings
1.2.2.5,1.2.2.5,NACA-TN-2753,NACA-TN-2753,metadc56398,Reynolds-Number Effects,lift coefficients airfoils
1.2.2.5,1.2.2.5,NACA-RM-L53F24,NACA-RM-L53F24,metadc59786,Reynolds-Number Effects,aerodynamics aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-L7D14,NACA-RM-L7D14,metadc58024,Reynolds-Number Effects,aircraft wings aerodynamics swept-back wings
1.2.2.5,1.2.2.5,NACA-RM-L7C11,NACA-RM-L7C11,metadc58041,Reynolds-Number Effects,aerodynamics sweptback wings
1.2.2.5,1.2.2.5,NACA-TN-4279,NACA-TN-4279,metadc57019,Reynolds-Number Effects,aerodynamics wing-body combinations
1.2.2.5,1.2.2.5,NACA-RM-L50H02,NACA-RM-L50H02,metadc58593,Reynolds-Number Effects,wing-fuselage configurations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L51E03,NACA-RM-L51E03,metadc64856,Reynolds-Number Effects,aerodynamics aircraft wings maximum-lift capabilities
1.2.2.5,1.2.2.5,NACA-RM-A51E01,NACA-RM-A51E01,metadc58825,Reynolds-Number Effects,wing-body combinations aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A52B08,NACA-RM-A52B08,metadc59174,Reynolds-Number Effects,aerodynamics wing-body combinations
1.2.2.5,1.2.2.5,NACA-RM-L52A21,NACA-RM-L52A21,metadc59085,Reynolds-Number Effects,aerodynamics aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-L52K21,NACA-RM-L52K21,metadc59460,Reynolds-Number Effects,aerodynamics chord extensions
1.2.2.5,1.2.2.5,NACA-RM-A53A30,NACA-RM-A53A30,metadc64454,Reynolds-Number Effects,aerodynamics aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-A53B16,NACA-RM-A53B16,metadc59774,Reynolds-Number Effects,load characteristics aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A54K09,NACA-RM-A54K09,metadc60948,Reynolds-Number Effects,aircraft stability sweptback wings
1.2.2.5,1.2.2.5,NACA-RM-L54L10,NACA-RM-L54L10,metadc61152,Reynolds-Number Effects,swept wings aircraft wings airfoils
1.2.2.5,1.2.2.5,NACA-RM-L55B25,NACA-RM-L55B25,metadc61238,Reynolds-Number Effects,aircraft wings aerodynamics interference
1.2.2.5,1.2.2.5,NACA-RM-A55D11,NACA-RM-A55D11,metadc61220,Reynolds-Number Effects,airfoils aerodynamics thin swept wings
1.2.2.5,1.2.2.5,NACA-RM-A55G19,NACA-RM-A55G19,metadc64537,Reynolds-Number Effects,aircraft wings aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-A55H04a,NACA-RM-A55H04a,metadc61886,Reynolds-Number Effects,aircraft wings leading-edge sweepback aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L55I14,NACA-RM-L55I14,metadc61653,Reynolds-Number Effects,aircraft design aircraft wings aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L55L30,NACA-RM-L55L30,metadc62443,Reynolds-Number Effects,aircraft stability sweptback wings
1.2.2.5,1.2.2.5,NACA-RM-A52K20,NACA-RM-A52K20,metadc59132,Reynolds-Number Effects,aircraft wings pressure distributions
1.2.2.5,1.2.2.5,NACA-RM-A52F18,NACA-RM-A52F18,metadc59271,Reynolds-Number Effects,wing-body combinations sweptback wings
1.2.2.5,1.2.2.5,NACA-RM-A52D01,NACA-RM-A52D01,metadc59369,Reynolds-Number Effects,aircraft wings lift characteristics
1.2.2.5,1.2.2.5,NACA-RM-A52B20,NACA-RM-A52B20,metadc59190,Reynolds-Number Effects,Reynolds number effects semispan wings
1.2.2.5,1.2.2.5,NACA-RM-A51D27,NACA-RM-A51D27,metadc58856,Reynolds-Number Effects,aircraft wings lift characteristics
1.2.2.5,1.2.2.5,NACA-RM-A50E10,NACA-RM-A50E10,metadc58489,Reynolds-Number Effects,aircraft wings aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L56B14,NACA-RM-L56B14,metadc62251,Reynolds-Number Effects,aircraft stability airfoils
1.2.2.5,1.2.2.5,NACA-RM-A56B17,NACA-RM-A56B17,metadc62415,Reynolds-Number Effects,wing-contour modifications aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-A56D02,NACA-RM-A56D02,metadc64544,Reynolds-Number Effects,aircraft wings aircraft stability
1.2.2.5,1.2.2.5,NACA-RM-L7F13,NACA-RM-L7F13,metadc58057,Reynolds-Number Effects,airfoils NACA 65-009 flap deflection aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L56G02,NACA-RM-L56G02,metadc62508,Reynolds-Number Effects,aircraft fuselages aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L7I30,NACA-RM-L7I30,metadc58162,Reynolds-Number Effects,aerodynamics aircraft wings airfoils aircraft stability
1.2.2.5,1.2.2.5,NACA-RM-L8G05,NACA-RM-L8G05,metadc64596,Reynolds-Number Effects,wing flaps aerodynamics aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-A53E12,NACA-RM-A53E12,metadc59692,Reynolds-Number Effects,wing-fuselage-tail combinations aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-L52L05,NACA-RM-L52L05,metadc59463,Reynolds-Number Effects,suction effects airfoils aircraft wings
1.2.2.5,1.2.2.5,NACA-TN-4366,NACA-TN-4366,metadc57450,Reynolds-Number Effects,drag characteristics aerodynamics aircraft flaps
1.2.2.5,1.2.2.5,NACA-RM-A58C21,NACA-RM-A58C21,metadc64147,Reynolds-Number Effects,aerodynamics aircraft wings longitudinal characteristics
1.2.2.5,1.2.2.5,NACA-TN-4361,NACA-TN-4361,metadc57483,Reynolds-Number Effects,lift-drag ratios aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L52F04,NACA-RM-L52F04,metadc59226,Reynolds-Number Effects,aircraft nacelles aerodynamics delta-wing-fuselage combinations
1.2.2.5,1.2.2.5,NACA-RM-A52D22,NACA-RM-A52D22,metadc59311,Reynolds-Number Effects,pressure distributions aircraft wings twisted and cambered wings
1.2.2.5,1.2.2.5,NACA-RM-A52B19,NACA-RM-A52B19,metadc59186,Reynolds-Number Effects,aerodynamics aircraft control
1.2.2.5,1.2.2.5,NACA-RM-L51J04,NACA-RM-L51J04,metadc59112,Reynolds-Number Effects,aircraft wings aerodynamics aircraft flaps
1.2.2.5,1.2.2.5,NACA-RM-L51K26,NACA-RM-L51K26,metadc59930,Reynolds-Number Effects,aerodynamics force measurements aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-L51J05,NACA-RM-L51J05,metadc59158,Reynolds-Number Effects,aircraft wings airfoils
1.2.2.5,1.2.2.5,NACA-RM-L51H13,NACA-RM-L51H13,metadc59020,Reynolds-Number Effects,aerodynamics aircraft control pressure distribution sweptback wings
1.2.2.5,1.2.2.5,NACA-RM-A8D07,NACA-RM-A8D07,metadc57632,Reynolds-Number Effects,aerodynamics aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-A51G31,NACA-RM-A51G31,metadc58879,Reynolds-Number Effects,pressure distributions sweptback wings
1.2.2.5,1.2.2.5,NACA-RM-A50K28a,NACA-RM-A50K28a,metadc58699,Reynolds-Number Effects,aerodynamics aircraft wings sweptback wings
1.2.2.5,1.2.2.5,NACA-RM-L53J29,NACA-RM-L53J29,metadc59887,Reynolds-Number Effects,aircraft wings airfoils aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L50H29,NACA-RM-L50H29,metadc64653,Reynolds-Number Effects,aerodynamics slotted flaps aircraft control
1.2.2.5,1.2.2.5,NACA-RM-L50F20,NACA-RM-L50F20,metadc58497,Reynolds-Number Effects,aircraft stability stall-control devices
1.2.2.5,1.2.2.5,NACA-RM-L50A04,NACA-RM-L50A04,metadc58387,Reynolds-Number Effects,aerodynamics longitudinal characteristics
1.2.2.5,1.2.2.5,NACA-RM-A9K01,NACA-RM-A9K01,metadc58450,Reynolds-Number Effects,aircraft wings compressibility effects aerodynamics
1.2.2.5,1.2.2.5,NACA-RM-L9J07,NACA-RM-L9J07,metadc58372,Reynolds-Number Effects,pressure distributions flow characteristics
1.2.2.5,1.2.2.5,NACA-RM-L9A12,NACA-RM-L9A12,metadc58214,Reynolds-Number Effects,NACA wing-flow method testing
1.2.2.5,1.2.2.5,NACA-RM-L8H25,NACA-RM-L8H25,metadc57790,Reynolds-Number Effects,aerodynamics aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-L8D30,NACA-RM-L8D30,metadc57702,Reynolds-Number Effects,aircraft flaps aerodynamics aircraft control
1.2.2.5,1.2.2.5,NACA-RM-A8D20,NACA-RM-A8D20,metadc57732,Reynolds-Number Effects,aircraft elevons aircraft control aircraft wings
1.2.2.5,1.2.2.5,NACA-RM-L8H12,NACA-RM-L8H12,metadc57990,Reynolds-Number Effects,aircraft wings sweptback wings fuselages
1.2.2.5,1.2.2.5,NACA-RM-A51D02,NACA-RM-A51D02,metadc58805,Reynolds-Number Effects,aircraft tails airfoils
1.2.2.5,1.2.2.5,NACA-TN-4228,NACA-TN-4228,metadc57253,Reynolds-Number Effects,aerodynamics aircraft wings
1.2.2.6,1.2.2.6,NACA-RM-L7J15,NACA-RM-L7J15,metadc58110,Mach-Number Effects,aircraft design aircraft wings aerodynamics
1.2.2.6,1.2.2.6,NACA-RM-A50H03,NACA-RM-A50H03,metadc58595,Mach-Number Effects,ailerons lateral control characteristics aircraft control
1.2.2.6,1.2.2.6,NACA-RM-L6K08c,NACA-RM-L6K08c,metadc63811,Mach-Number Effects,drag characteristics airfoils
1.2.2.6,1.2.2.6,NACA-RM-L6J01a,NACA-RM-L6J01a,metadc63803,Mach-Number Effects,aircraft wings aerodynamics
1.2.2.6,1.2.2.6,NACA-RM-L6J16,NACA-RM-L6J16,metadc58091,Mach-Number Effects,airfoils drag coefficients
1.2.2.6,1.2.2.6,NACA-RM-L6J14,NACA-RM-L6J14,metadc58087,Mach-Number Effects,aerodynamics circular-arc airfoils drag coefficients
1.2.2.6,1.2.2.6,NACA-RM-L8I28,NACA-RM-L8I28,metadc58014,Mach-Number Effects,XS-1 airplane aerodynamics
1.2.2.6,1.2.2.6,NACA-RM-L9D08,NACA-RM-L9D08,metadc58222,Mach-Number Effects,tailless airplanes flying qualities
1.2.2.6,1.2.2.6,NACA-RM-A50D07,NACA-RM-A50D07,metadc58501,Mach-Number Effects,X-3 pressure distributions boundary layer distributions
1.2.2.6,1.2.2.6,NACA-RM-A9J06,NACA-RM-A9J06,metadc58341,Mach-Number Effects,aircraft wings airfoils aerodynamics
1.2.2.6,1.2.2.6,NACA-RM-A53B16,NACA-RM-A53B16,metadc59774,Mach-Number Effects,load characteristics aerodynamics
1.2.2.6,1.2.2.6,NACA-RM-L53D06,NACA-RM-L53D06,metadc59778,Mach-Number Effects,aircraft buffeting Douglas D-558-II aerodynamics
1.2.2.6,1.2.2.6,NACA-RM-L53B03,NACA-RM-L53B03,metadc59701,Mach-Number Effects,aircraft design twist and camber
1.2.2.6,1.2.2.6,NACA-RM-L53F23,NACA-RM-L53F23,metadc59785,Mach-Number Effects,aerodynamics wing-fuselage combinations
1.2.2.6,1.2.2.6,NACA-RM-L53F29,NACA-RM-L53F29,metadc59796,Mach-Number Effects,Douglas D-558-II sweptback wings slat normal-force coefficients
1.2.2.6,1.2.2.6,NACA-RM-L53F02,NACA-RM-L53F02,metadc59694,Mach-Number Effects,body modifications indented bodiees
1.2.2.6,1.2.2.6,NACA-RM-L53G07a,NACA-RM-L53G07a,metadc59794,Mach-Number Effects,ailerons aircraft wings aircraft control
1.2.2.6,1.2.2.6,NACA-RM-A53H17,NACA-RM-A53H17,metadc64756,Mach-Number Effects,wing-body-tail combinations drag characteristics
1.2.2.6,1.2.2.6,NACA-RM-L53H17,NACA-RM-L53H17,metadc59744,Mach-Number Effects,ogive-cylinder nacelle nacelles aerodynamics
1.2.2.6,1.2.2.6,NACA-RM-L53I04,NACA-RM-L53I04,metadc279664,Mach-Number Effects,aircraft control control chords aerodynamics
1.2.2.6,1.2.2.6,NACA-RM-L53H14,NACA-RM-L53H14,metadc59770,Mach-Number Effects,rolling effectiveness wing-aileron configurations
1.2.2.6,1.2.2.6,NACA-RM-L53I17,NACA-RM-L53I17,metadc59866,Mach-Number Effects,aircraft buffeting Douglas D-558-II
1.2.2.6,1.2.2.6,NACA-RM-L53I22,NACA-RM-L53I22,metadc59875,Mach-Number Effects,aircraft stability aircraft control Douglas D-558-II
1.2.2.6,1.2.2.6,NACA-RM-A53J14a,NACA-RM-A53J14a,metadc60550,Mach-Number Effects,aerodynamics chord extensions aircraft control
1.2.2.6,1.2.2.6,NACA-RM-L53J20,NACA-RM-L53J20,metadc59903,Mach-Number Effects,Douglas D-558-II aircraft stability supersonic flight
1.2.2.6,1.2.2.6,NACA-RM-L53L10,NACA-RM-L53L10,metadc60169,Mach-Number Effects,Douglas D-558-II buffeting characteristics aerodynamics
