|ocrSubjNumT|,|ocrTitle|
|1.2.2.3.1|,|LOW-SPEED INVESTIGATION OF THE EFFECTS OF LOCATION OF A DELTA HORIZONTAL TAIL ON THE LONGITUDINAL STABILITY AND CONTROL OF A FUSELAGE AND THIN DELTA WING WITH DOUBLE SLOTTED FLAPS INCLUDING THE EF- FECTS OF A GROUND BOARD. John M. Riebe and Jean C. Graven, Jr. October 1953. 38p. diagrs., tabs. (NACA RM L53H19a) |
|1.2.2.3.1|,|THE USE OF A LEADING-EDGE AREA-SUCTION FLAP TO DELAY SEPARATION OF AIR FLOW FROM THE-LEADING EDGE OF A 35° SWEPTBACK WING. Curt A. Holzhauser and Robert K. Martin. December 1953. 42p. diagrs., photos., tabs. (NACA RM A53J26) |
|1.2.2.3.1|,|LOW -SPEED INVESTIGATION OF THE EFFECTS OF LOCATION OF A DELTA AND A STRAIGHT TAIL ON THE LONGITUDINAL STABILITY AND CONTROL OF A THIN DELTA WING WITH EX- TENDED DOUBLE SLOTTED FLAPS. John M. Riebe and Jean C. Graven, Jr. January 1954. 49p. diagrs., tabs. (NACA RM L53J26) |
|1.2.2.3.1|,|A LOW -SPEED INVESTIGATION OF THE AERO- DYNAMIC, CONTROL, AND HINGE-MOMENT CHARACTERISTICS OF TWO TYPES OF CONTROLS AND BALANCING TABS ON A LARGE-SCALE THIN DELTA-WING-FUSELAGE MODEL. Marvin P. Fink and Bennie W, Cocke. March 1954. 69p. diagrs., photo., tabs. (NACA RM L54B03) |
|1.2.2.3.1|,|THE USE OF AREA SUCTION TO INCREASE THE EFFECTIVENESS OF A TRAILING-EDGE FLAP ON A TRIANGULAR WING OF ASPECT RATIO 2. Mark W. Kelly and William H. Tolhurst, Jr. April 1954. 44p. diagrs., photos. (NACA RM A54A25) |
|1.2.2.3.1|,|EFFECT ON THE LOW -SPEED AERODYNAMIC CHARACTERISTICS OF A 49° SWEPTBACK WING HAVING AN ASPECT RATIO OF 3.78 OF BLOWING AIR OVER THE TRAIUNG-EDGE FLAP AND AILERON. Edward F. Whittle, Jr., and Stanley Lipson. April 1954. 51p. diagrs., photo., tab. (NACA RM L54C05) |
|1.2.2.3.1|,|THE EFFECT OF GROUND ON THE LOW-SPEED AERODYNAMIC, CONTROL, AND CONTROL HINGE-MOMENT CHARACTERISTICS OF A DELTA- WING— FUSELAGE MODEL WITH TRAILING-EDGE CONTROLS. WiUlam L Scalllon. September 1954. 52p. diagrs., photos., Ubs. (NACA RM L54H03) |
|1.2.2.3.1|,|A PREUMINARY INVESTIGATION OF THE USE OF CIRCULATION CONTROl- TO INCREASE THE UFT OF A 45^* SWEPTBACK WING BY SUCTION THROUGH TRAIUNG-EDGE SLOTS. Woodrow L. Cook, Roy N. Griffin, Jr., and David H. Hickey. December 1954. 56p. diagrs., photo., tabs. (NACA RM A54I21) |
|1.2.2.3.1|,|THE EFFECTS OF TRAILING-EDGE FLAPS ON THE SUBSONIC AERODYNAMIC CHARACTERISTICS OF AN AIRPLANE MODEL HAVING A TRIANGULAR WING OF ASPECT RATIO 3. Bruce E. Tlnllng and A. V. Karpen. January 1955. 37p. diagrs., photos., tabs. (NACA RM A54L07) |
|1.2.2.3.1|,|A LOW-SPEED INVESTIGATION OF A THIN 60O DELTA WING EQUIPPED WITH A DOUBLE SLOTTED FLAP TO DETERMINE THE CHORDWISE PRESSURE DISTRIBUTION AND THE EFFECT OF VANE SIZE. Delwln R. Croom. March 1955. 42p. diagrs., tabs. (NACA RM L54L03a) |
|1.2.2.3.1|,|LOW -SPEED WIND-TUNNEL INVESTIGATION OF LEADING-EDGE POROUS SUCTION ON A 4- PERCENT -THICK 60° DELTA WING. E. Carson Yates, Jr. March 1955. 73p. diagrs., photo,, tabs. (NACA RM L54L21) |
|1.2.2.3.1|,|SIMPUFIED PROCEDURES FOR ESTIMATING FLAP -CONTROL LOADS AT SUPERSONIC SPEEDS. K. R. Czarnecki and Douglas R. Lord. May 1955. 14p. diagrs. (NACA RM L55E12) |
|1.2.2.3.1|,|AN INVESTIGATION OF LOADS ON AILERONS AT TRANSONIC SPEEDS. Jack F. Runckel and W. H. Gray. May 1955. 8p. diagrs. (NACA RM L55E13) |
|1.2.2.3.1|,|ESTIMATION OF INCREMENTAL PITCHING MO- MENTS DUE TO TRAIUNG-EDGE FLAPS ON SWEPT AND TRIANGULAR WINGS. Harry A. James and Lynn W. Hunton. June 1955. 31p. diagrs., tab. {NACA RM A55D07) |
|1.2.2.3.1|,|GROUND EFFECTS ON THE LONGITUDINAL CHARACTERISTICS OF TWO MODELS WITH WINGS HAVING LOW ASPECT RATIO AND POINTED TIPS. Donald A. Buell and Bruce E. Tinling. July 1955. 48p. diagrs., photos., tabs. (NACA RM A55E04) |
|1.2.2.3.1|,|AERODYNAMIC CHARACTERISTICS AND PRESSURE DISTRIBUTIONS OF A 6-PERCENT-THICK 49° SWEPTBACK WING WITH BLOWING OVER HALF- SPAN AND FULL -SPAN FLAPS. Edward F. Whittle, Jr., and H. Clyde McLemore. September 1955. 71p. diagrs., photo., tabs. (NACA RM L55F02) |
|1.2.2.3.1|,|FULL-SCALE WIND TUNNEL TESTS OF A 35° SWEPTBACK WING AIRPLANE WITH HIGH- VELOCITY BLOWING OVER THE TRAILING-EDGE FLAPS. MarkW. Kelly and William H. Tolhurst, Jr. November 1955. 49p. diagrs., photos., tab. (NACA RM A55I09) |
|1.2.2.3.1|,|LOW -SPEED LONGITUDINAL AERODYNAMIC CHARACTERISTICS OF A 45° SWEPTBACK WING WITH DOUBLE SLOTTED FLAPS. Rodger L. Naeseth, April 1956. 31p. diagrs., tabs. (NACA RM L56A10) |
|1.2.2.3.1|,|THE RESULTS OF WIND-TUNNEL TESTS TO A MACH NUMBER OF 0.90 OF A FOUR-ENGINE PROPELLER-DRIVEN AIRPLANE CONFIGURATION HAVING A WING WITH 40° OF SWEEPBACK AND AN ASPECT RATIO OF 10. George G. Edwards, Jerald K. Dickson, Fred B. Sutton, and Fred A. Demele. September 1956. 171p. diagrs., photo., tabs. (NACA TN 3789. Supersedes RM A53I28) |
|1.2.2.3.1|,|ANALYSIS OF WIND-TUNNEL TESTS TO A MACH NUMBER OF 0.90 OF A FOUR -ENGINE PROPELLER -DRIVEN AIRPLANE CONFIGURATION HAVING A WING WITH 40° OF SWEEPBACK AND AN ASPECT RATIO OF 10. George G. Edwards, Donald A. Buell, Fred A. Demele, and Fred B. Sutton. September 1956. 170p. diagrs., photos., tabs. (NACA TN 3790. Supersedes RM A54F14) |
|1.2.2.3.1|,|A STUDY OF SEVERAL FACTORS AFFECTING THE STABILITY CONTRIBUTED BY A HORIZONTAL TAIL AT VARIOUS VERTICAL POSITIONS ON A SWEPTBACK-WING AIRPLANE MODEL. Gerald V. Foster and Roland F. Griner. November 1956. 28p. diagrs., tab. (NACA TN 3848. Supersedes RM L9H19) |
|1.2.2.3.1|,|WIND-TUNNEL INVESTIGATION AT LOW SPEEDS TO DETERMINE THE EFFECT OF ASPECT RATIO AND END PLATES ON A RECTANGULAR WING WITH JET FLAPS DEFLECTED 85°. John G. Lowry and Raymond D. Vogler. December 1956. 21p. diagrs., tab. (NACA TN 3863) |
|1.2.2.3.1|,|A METHOD FOR PREDICTING UFT INCREMENTS DUE TO FLAP DEFLECTION AT LOW ANGLES OF ATTACK IN INCOMPRESSIBLE FLOW. John G. Lowry and*EdwardC. Polhamus. January 1957. 29p. diagrs. (NACA TN 3911) |
|1.2.2.3.1|,|EFFECT OF PROPELLER LOCATION AND FLAP DEFLECTION ON THE AERODYNAMIC CHARAC- TERISTICS OF A WING-PROPELLER COMBINATION FOR ANGLES OF ATTACK FROM O^ TO 80O. William A. Newsom, Jr. January 1957. 45p. diagrs. (NACA TN 3917) |
|1.2.2.3.2|,|AN INVESTIGATION OF THE SFH^' AND RECOVERY CHARACTERISTICS OF A l/25-SCALE MODEL OF THE DOUGLAS D-558-II AIRPLANE. Stanley H. Scher and Lawrence J. Gale. January 18, 1949. 29p. diagrs., photos., tabs. (NACA RM L8K19a) |
|1.2.2.3.2|,|WIND-TUNNEL INVESTIGATION VT TRANSONIC SPEEDS OF A LEADING-EDGE SLAT ON A MODIFIED-DOUBLE -WEDGE WING. Richard G. MacLeod. December 1951. 12p. diagrs. (NACA RM L51J22a) |
|1.2.2.3.2|,|A SUMMARY AND ANALYSIS OF THE LOW -SPEED LONGITUDINAL CHARACTERISTICS OF SWEPT WINGS AT HIGH REYNOLDS NUMBER. G. Chester Furlong and James G. McHugh. August 1952. ii, 227p, diagrs., tabs. (NACA RM L52D16) |
|1.2.2.3.2|,|AERODYNAMIC LOAD MEASUREMENTS OVER A LEADING-EDGE SLAT ON A 40° SWEPTBACK WING AT MACH NUMBERS FROM 0.10 TO 0.91. Jones F. Cahill and Robert J. Nuber. September 1952. 32p. diagrs., photos., tab. (NACA RM L52G18a) |
|1.2.2.3.2|,|THE USE OF AREA SUCTION FOR THE PURPOSE OF IMPROVING TRAILING-EDGE FLAP EFFEC- TIVENESS ON A 35° SWEPTBACK WING. Woodrow L. Cook, Curt A. Holzhauser, and Mark W. Kelly. July 1953. 77p. diagrs., photos., tabs. (NACA RM A53E06) |
|1.2.2.3.2|,|EFFECT ON THE LOW-SPEED AERODYNAMIC CHARACTERISTICS OF A 49° SWEPTBACK WING HAVING AN ASPECT RATIO OF 3.78 OF BLOWING AIR OVER THE TRAILING-EDGE FLAP AND AILERON. Edward F. Whittle, Jr., and Stanley Llpson. April 1954. 51p. diagrs., photo., tab. (NACA RM L54C05) |
|1.2.2.3.2|,|WIND-TUNNEL INVESTIGATION AT HIGH SUB- SONIC SPEEDS OF THE STABILITY CHARACTER- ISTICS OF A COMPLETE MODEL HAVING SWEPTBACK-, M-, W-, AND CRANKED-WING PLAN FORMS AND SEVERAL HORIZONTAL-TAIL LOCATIONS. Kenneth W. Goodson and Robert E. Becht, May 1954. 72p. diagrs., photo. (NACA RM L54C29) |
|1.2.2.3.2|,|AERODYNAMIC CHARACTERISTICS AND PRESSURE DISTRIBUTIONS OF A 6-PERCENT-THICK 49° SWEPTBACK WING WITH BLOWING OVER HALF- SPAN AND FULL-SPAN FLAPS. Edward F. Whittle, Jr., and H. Clyde McLemore. September 1955. 71p. diagrs., photo,, tabs. (NACA RM L55F02) |
|1.2.2.3.2|,|FULL-SCALE WIND TUNNEL TESTS OF A 35° SWEPTBACK WING AIRPLANE WITH HIGH- VELOCITY BLOWING OVER THE TRAILING-EDGE FLAPS. Mark W. Kelly and William H. Tolhurst, Jr. November 1955. 49p. diagrs., photos., tab. (NACA RM A55I09) |
|1.2.2.3.2|,|EFFECT OF PROPELLER LOCATION AND FLAP DEFLECTION ON THE AERODYNAMIC CHARAC- TERISTICS OF A WING-PROPELLER COMBINATION FOR ANGLES OF ATTACK FROM 0^ TO 800. William A. Newsom, Jr. January 1957. 45p. diagrs. (NACA TN 3917) |
|1.2.2.3.3|,|THE EFFECTS OF BOUNDARY-LAYER CONTROL ON THE LONGITUDINAL CHARACTERISTICS OF A SWEPT -BACK WING USING SUCTION THROUGH STREAMWISE SLOTS IN THE OUTBOARD PORTION OF THE WING. Gerald M. McCbrmack and WUIiam H. Tolhurst, Jr. January 5, 1951. 34p. diagrs., photo., tabs. (NACA RM A50K06) |
|1.2.2.3.3|,|INVESTIGATION OF THE EFFECTS OF LEADING - EDGE CHORD-EXTENSIONS ON THE AERODYNAM- IC AND CONTROL CHARACTERISTICS OF TWO SWEPTBACK WINGS AT MACH NUMBERS OF 1.41, 1.62, AND 1.96. EUery B. May, Jr. January 16, 1951. 25p. diagrs., photo. (NACA RM L50L06a) |
|1.2.2.3.3|,|CHARACTERISTICS OF SWEPT WINGS AT HIGH SPEEDS. Charles J. Donlan and Joseph Weil. January 1952. 19p. diagrs. (NACA RM L52A15) |
|1.2.2.3.3|,|A SUMMARY AND ANALYSIS OF THE LOW -SPEED LONGITUDINAL CHARACTERISTICS OF SWEPT WINGS AT HIGH REYNOLDS NUMBER. G. Chester Furlong and James G. McHugh. August 1952. ii, 227p. diagrs., tabs. (NACA RM L52D16) |
|1.2.2.3.3|,|SMALL-SCALE TRANSONIC INVESTIGATION OF A 450 SWEPTBACK WING OF ASPECT RATIO 4 WITH COMBINATIONS OF NOSE-FLAP DEFLECTIONS AND WING TWIST. William J. Alford, Jr., and Kenneth P. Spreemann. January 1953. 23p. diagrs., photo. (NACA RM L52K13) |
|1.2.2.3.3|,|EFFECTS OF CHORD-EXTENSION AND DROOP OF COMBINED LEADING-EDGE FLAP AND CHORD- EXTENSION ON LOW-SPEED STATIC LONGITUDI- NAL STABILITY CHARACTERISTICS OF AN AIR- PLANE MODEL HAVING A 35° SWEPTBACK WING WITH PLAIN FLAPS NEUTRAL OR DEFLECTED. Byron M. Jaquet. January 1953. 34p. diagrs., photos. (NACA RM L52K21a) |
|1.2.2.3.3|,|AN INVESTIGATION AT TRANSONIC SPEEDS OF THE EFFECTS OF FENCES, DROOPED NOSE, AND VORTEX GENERATORS ON THE AERODYNAMIC CHARACTERISTICS OF A WING-FUSELAGE COM- BINATION HAVING A 6-PERCENT-THICK, 45° SWEPTBACK WING. Gerald Hieser. March 1953. 26p. diagrs., photos. (NACA RM L53B04) |
|1.2.2.3.3|,|EFFECT OF LEADING-EDGE CHORD-EXTENSIONS ON THE AERODYNAMIC CHARACTERISTICS OF A 450 SWEPTBACK WING-FUSELAGE COMBINATION AT MACH NUMBERS OF 0.40 TO 1.03. F. E. West, Jr., George Liner, and Gladys S. Martz. April 1953. 40p. diagrs., photo. (NACA RM L53B02) |
|1.2.2.3.3|,|INVESTIGATION OF THE EFFECTS OF LEAOmC- EDGE FLAPS ON THE AERODYNAMIC CHARAC- TERISTICS IN PITCH AT MACH NUMBERS FROM 0.40 TO 0.93 OF A WING-FUSELAGE CONFIGURA- TION WITH A 45° SWEPTBACK WING OF ASPECT RATIO 4. Kenneth P. Spreemann and William J. Alford, Jr. August 1953. 36p. diagrs., photo., tabs. (NACA RM L53G13) |
|1.2.2.3.3|,|STATIC LATERAL STABIUTY CHARACTERISTICS OF AN AIRPLANE MODEL HAVING A 47. 7*^ SWEPTBACK WING OF ASPECT RATIO 6 AND THE CONTRIBUTION OF VARIOUS MODEL COMPO- NENTS AT A REYNOLDS NUMBER OF 4.45 x 10^. Roland F, Griner. September 1953. 83p. dlagrs., photos., tabs. (NACA RM L53G09) |
|1.2.2.3.3|,|LOW -SPEED LONGITUDINAL CHARACTERISTICS OF TWO UNSWEPT WINGS OF HEXAGONAL AIR- FOIL SECTIONS HAVING ASPECT RATIOS OF 2.5 AND 4.0 WITH FUSELAGE AND WITH HORIZONTAL TAIL LOCATED AT VARIOUS VERTICAL POSITIONS. William M. Hadaway and Patrick A. Cancro. October 1953. 29p. diagrs., photos. (NACA RM L53H14a) |
|1.2.2.3.3|,|THE USE OF A LEADING-EDGE AREA-SUCTION FLAP TO DELAY SEPARATION OF AIR FLOW FROM THE LEADING EDGE OF A 35° SWEPTBACK WING. Curt A. Holzhauser and Robert K. Martin. December 1953. 42p. diagrs., photos., tabs. (NACA RM A53J26) |
|1.2.2.3.3|,|EFFECT OF A WING LEADING-EDGE FLAP AND CHORD-EXTENSION ON THE HIGH SUBSONIC CON- TROL CHARACTERISTICS OF A SPOILER -SLOT- DEFLECTOR CONTROL LOCATED AT TWO SPAN- WISE POSITIONS. Robert F. Thompson and Robert T. Taylor. November 1954. 73p. diagrs., photo., tabs. (NACA RM L54I09) |
|1.2.2.3.3|,|WIND-TUNNEL INVESTIGATION AT LOW SPEED OF A WING HAVING 63° SWEEPBACK AND A DROOPED TIP. James R. Blackaby. April 1955, 25p. diagrs., photos,, tab. (NACA RM A55B14) |
|1.2.2.3.3|,|EXPERIMENTAL INVESTIGATION AT HIGH SUB- SONIC SPEEDS OF THE EFFECTS OF LEADING- EDGE RADIUS ON THE AERODYNAMIC CHARAC- TERISTICS OF A SWEPTBACK-WING-FUSELAGE COMBINATION WITH LEADING-EDGE FLAPS AND CHORD-EXTENSIONS. Kenneth P. Spreemann. July 1955. 42p. diagrs., photo., tabs. (NACARM L55E25a) |
|1.2.2.3.3|,|A STUDY OF SEVERAL FACTORS AFFECTING THE STABILITY CONTRIBUTED BY A HORIZONTAL TAIL AT VARIOUS VERTICAL POSITIONS ON A SWEPTBACK-WING AIRPLANE MODEL. Gerald V. Foster and Roland F. Griner. November 1956. 28p. diagrs,, tab. (NACA TN 3848. Supersedes RM L9H19) |
|1.2.2.3.3|,|INVESTIGATION OF THE EFFECTS OF LEADING- EDGE CHORD-EXTENSIONS AND FENCES IN COM- BINATION WITH LEADING-EDGE FLAPS ON THE AERODYNAMIC CHARACTERISTICS AT MACH NUMBERS FROM 0.40 TO 0.93 OF A 45° SWEPT- BACK WING OF ASPECT RATIO 4. Kenneth P. Spreemann and William J. Alford, Jr. April 1957, 45p. diagrs., photo., tabs. (NACA TN 3845. Supersedes RM L53A09a) |
|1.2.2.4|,|COMPARATIVE TESTS OF THE ROLLING EFFEC- TIVENESS OF CONSTANT-CHORD, FULL -DELTA, AND HALF -DELTA AILERONS ON DELTA WINGS AT TRANSONIC AND SUPERSONIC SPEEDS. Carl A. Sandahl and H. Kurt Strass. December 12, 1949. 26p. diagrs., photos., tab. (NACA RM L9J26) |
|1.2.2.4|,|AERODYNAMIC STUDY OF A WING-FUSELAGE COMBINATION EMPLOYING A WING SWEPT BACK 63°.- EFFECTIVENESS OF AN ELEVON AS A LON- GITUDINAL CONTROL AND THE EFFECTS OF CAMBER AND TWIST ON THE MAXIMUM UFT- DRAG RATIO AT SUPERSONIC SPEEDS. Robert N. Olson and Merrill H. Mead. May 8, 1950. 53p. diagrs., photos. (NACA RM A50A31a) |
|1.2.2.4|,|AERODYNAMIC CHARACTERISTICS OF TWO 25- PERCENT -AREA TRAIUNG-EDGE FLAPS ON AN ASPECT RATIO 2 TRIANGULAR WING AT SUB- SONIC AND SUPERSONIC SPEEDS. John W. Boyd. July 19fi2. 82p. diagrs., photos., tabs. (NACA RM A52D01C) |
|1.2.2.4|,|LOW-SPEED INVESTIGATION OF THE AERODY- NAMIC, CONTROL, AND HINGE -MOMENT CHARAC- TERISTICS IN SIDESUP OF A DELTA-WING- FUSELAGE MODEL WITH HORN-BALANCE-TYPE AILERONS AND WITH AND WITHOUT NACELLES, WUllam L Scallion. August 1953. 31p. diagrs., photo., tabs. (NACA RM L53G09b) |
|1.2.2.4|,|A LOW -SPEED INVESTIGATION OF THE AERO- DYNAMIC, CONTROL, AND HINGE -MOMENT CHARACTERISTICS OF TWO TYPES OF CONTROLS AND BALANCING TABS ON A LARGE-SCALE THIN DELTA-WING-FUSELAGE MODEL. Marvin P. Fink and Bennie W. Cocke. March 1954. 69p. diagrs., photo., tabs. (NACA RM L54B03) |
|1.2.2.4|,|INVESTIGATION OF THE EFFECT OF BALANCING TABS ON THE HINGE-MOMENT CHARACTERISTICS OF A TRAILING-EDGE FLAP -TYPE CONTROL ON A TRAPEZOIDAL WING AT A MACH NUMBER OF 1 .61 . Douglas R. Lord and Cornelius Driver . August 1954. 23p. diagrs., photo. (NACARML54F22) |
|1.2.2.4|,|THE EFFECT OF GROUND ON THE LOW -SPEED AERODYNAMIC, CONTROL, AND CONTROL HINGE-MOMENT CHARACTERISTICS OF A DELTA- WING— FUSELAGE MODEL WITH TRAILING-EDGE CONTROLS. William L Scallion. September 1954. 5^. diagrs., photos.^ Ubs. (NACA RM L54H03) |
|1.2.2.4|,|LIFT AND MOMENT COEFFICIENTS FOR AN OSCILLATING RECTANGULAR WING-AILERON CONFIGURATION IN SUPERSONIC FLOW, Julian H. Berman. July 1956. 46p. diagrs. (NACA TN 3644) |
|1.2.2.4.1|,|FREE-FLIGHT INVESTIGATION AT TRANSONIC AND 3UFEKSONIC 3FEEEJ3 OF A 'A^^G-AILEflON CONFIGURATION SIMULATING THE D-558-2 AIR- PLANE. Carl A, Sandahl. July 21, 1948. lOp. diagrs., photo., tab. (NACA RM L8E28) |
|1.2.2.4.1|,|FREE- FLIGHT INVESTIGATION AT TRANSONIC AND SUPERSONIC SPEEDS OF THE ROLLING EF- FECTIVENESS OF A 42.70 SWEPTBACK WING HAVING PARTIAL-SPAN AILERONS. Carl A. Sandahl. October 25, 1948. 13p. diagrs., photo., tab. (NACA RM L8E25) |
|1.2.2.4.1|,|AERODYNAMIC STUDY OF A WING -FUSELAGE COMBINATION EMPLOYING A WING SWEPT BACK 630. _ EFFECTS OF SPLIT FLAPS, ELEVONS, AND LEADING-EDGE DEVICES AT LOW SPEED. Edward J. Hopkins. May 19, 1949. 46p. diagrs., photos. {NACA RM A9C21) |
|1.2.2.4.1|,|CONTROL EFFECTIVENESS AND HINGE -MOMENT CHARACTERISTICS OF A TIP CONTROL SURFACE ON A LOW-ASPECT-RATIO POINTED WING AT A MACH NUMBER OF 1.9. D, WUllam Conner and Ellery B. May, Jr. October 5, 1949. 28p. diagrs., photo. (NACA RM L9H26) |
|1.2.2.4.1|,|CONTROL EFFECTIVENESS LOAD AND HINGE - MOMENT CHARACTERISTICS OF A TIP CONTROL SURFACE ON A DELTA WING AT A MACH NUM- BER OF 1.9. D. WUllam Conner and Ellery B. May, Jr. October 7, 1949. 41p. diagrs., photo. (NACA RM L9H05) |
|1.2.2.4.1|,|AERODYNAMIC STUDY OF A WING -FUSELAGE COMBINATION EMPLOYING A WING SWEPT BACK 63°. - EFFECTIVENESS OF AN ELEVON AS A LON- GITUDINAL CONTROL AND THE EFFECTS OF CAMBER AND TWIST ON THE MAXIMUM UFT- DRAG RATIO AT SUPERSONIC SPEEDS. Robert N. Olson and Merrill H. Mead. May 8, 1950. 53p. diagrs., photos. (NACA RM ASOASla) |
|1.2.2.4.1|,|INVESTIGATION OF THE EFFECTS OF LEADING- EDGE CHORD-EXTENSIONS ON THE AERODYNAM- IC AND CONTROL CHARACTERISTICS OF TWO SWEPTBACK WINGS AT MACH NUMBERS OF 1.41, 1.62, AND 1.96. Ellery B. May, Jr. January 16, 1951. 25p. diagrs., photo. (NACA RM L50L06a) |
|1.2.2.4.1|,|AERODYNAMIC STUDY OF A WING-FUSELAGE COMBINATION EMPLOYING A WING SWEPT BACK 63° - EFFECTIVENESS OF AN INBOARD ELEVON AS A LONGITUDINAL- AND LATERAL-CONTROL DEVICE AT SUBSONIC AND SUPERSONIC SPEEDS. Frank A. Pfyl. December 1951. 38p. diagrs,, photo., tabs. (NACA RM A5in8) |
|1.2.2.4.1|,|EFFECTS ON CONTROL EFFECTIVENESS OF SYS- TEMATICALLY VARYING THE SIZE AND LOCA- TION OF TRAILING-EDGE FLAPS ON A 450 SWEPT- BACK WING AT A MACH NUMBER OF 1,9. Carl R. Jacobsen. December 1951. 34p. diagrs., photo., tab. (NACA RM L51I26) |
|1.2.2.4.1|,|FREE-FLIGHT MEASUREMENTS OF SOME EFFECTS OF AILERON SPAN, CHORD, AND DEFLECTION AND OF WING FLEXIBILITY ON THE ROLLING EFFECTIVENESS OF AILERONS ON SWEPTBACK WINGS AT MACH NUMBERS BETWEEN 0.8 AND 1.6, Eugene D. Schult, H. KurtStrass, and E. M. Fields. January 1952. 52p. diagrs., photos., tabs. (NACA HM L51Ki6) |
|1.2.2.4.1|,|WIND-TUNNEL INVESTIGATK&gt;N AT HIC2i SUB- SONIC SPEEDS OF SPOILERS OF LARGE PROJEC- TION ON AN NACA 65A006 WING WITH QUARTER- CHORD LINE SWEPT BACK 32.60. Raymond D. Vogler. January 1952. 31p. diagrs., tab. (NACA RM L51L10) |
|1.2.2.4.1|,|RECENT DATA ON CONTROLS. David G. Stone. January 1952. 18p, diagrs. (NACA RM L52A10) |
|1.2.2.4.1|,|SOME EFFECTS OF AEROELASTICITY AT MACH NUMBERS FROM 0.7 TO 1.6 ON THE ROLLING EF- FECTIVENESS OF THIN FLAT -PLATE DELTA WINGS HAVING 450 SWEPT LEADING EDGES AND FULL-SPAN CONSTANT -CHORD AILERONS. Edward T. Mar ley and Roland D. English, February 1952. 14p. diagrs., photo. (NACA RM L51L05) |
|1.2.2.4.1|,|AERODYNAMIC CHARACTERISTICS OF TWO 25- PERCENT -AREA THAI UNG -EDGE FLAPS ON AN ASPECT RATIO 2 TRIANGULAR WTNG AT .SUB- SONIC AND SUPERSONIC SPEEDS. John W. Boyd. July 1952. 82p. diagrs., photos., tabs. (NACA RM A52D01C) |
|1.2.2.4.1|,|CONTROL HINGE -MOMENT AND EFFECTIVENESS CHARACTERISTICS OF A 60° HALF-DELTA TIP CONTROL ON A 60° DELTA WING AT MACH NUM- BERS OF 1.41 AND 1.96. Lawrence D. Guy. October 1952. 40p. diagrs., photo., tab. (NACA RM L52H13) |
|1.2.2.4.1|,|CONTROL HINGE- MOMENT AND EFFECTIVENESS CHARACTERISTICS OF A HORN-BALANCED, FLAP-TYPE CONTROL ON A 550 SWEPTBACK TRIANGULAR WING OF ASPECT RATIO 3.5 AT MACH NUMBERS OF 1.41, 1.62, AND 1.96. Lawrence D. Guy. January 1953. 29p. diagrs., photo., tab. (NACA RM L52L15) |
|1.2.2.4.1|,|SUBSONIC STATIC LONGITUDINAL STABILITY AND CONTROL CHARACTERISTICS OF A WING -BODY COMBINATION HAVING A POINTED WING OF AS- PECT RATIO 2 WITH CONSTANT -PERCENT - CHORD TRAILING-EDGE ELEVONS. Donald W. Smith and VerUnD. Reed. May 1953. 143p. diagrs., photos., tab. (NACA RM A53C20) |
|1.2.2.4.1|,|AERODYNAMIC CHARACTERISTICS AT MACH NUMBER 4.04 OF A RECTANGULAR WING OF AS- PECT RATIO 1.33 HAVING A 6-PERCENT-THICK CIRCULAR-ARC PROFILE AND A 30-PERCENT- CHORD FULL-SPAN TRAILING-EDGE FLAP. Robprt W. Dunning and Edward F. Ulmann. May 1953. 2fip- diagrs.. tab (NACA RM L53D03) |
|1.2.2.4.1|,|WIND-TUNNEL INVESTIGATION OF A 45° SWEPT- BACK WING HAVING A SYMMETRICAL ROOT AND A HIGHLY CAMBERED TIP, INCLUDING THE EF- FECTS OF FENCES AND LATERAL CONTROLS. Joseph W. Clear y and Lee E. Boddy. November 1953. 52p. diagrs., photo. (NACA RM A53I21) |
|1.2.2.4.1|,|SOME EFFECTS OF LEADING-EDGE ROUGHNESS ON THE AILERON EFFECTIVENESS AND DRAG OF A THIN RECTANGULAR WING EMPLOYING A FULL-SPAN PLAIN AILERON AT MACH NUMBERS FROM 0.6 TO 1.5. Roland D. English. November 1953. 16p. diagrs., photos. (NACA RM L53I25) |
|1.2.2.4.1|,|RESULTS OF A ROCKET-MODEL INVESTIGATION OF CONTROL -SURFACE BUZZ AND FLUTTER ON A 4-PERCENT-THICK UNSWEPT WING AND ON 6-, 9-, AND 12-PERCENT-THICK SWEPT WINGS AT TRANSONIC SPEEDS. Alien B. Henning. November 1953. 33p. diagrs., photos., tabs. (NACA RM L53I29) |
|1.2.2.4.1|,|SUMMARY OF SOME ROCKET-MODEL INVESTIGA- TIONS OF EFFECTS OF WING ASPECT RATIO AND THICKNESS ON AILERON ROLLING EFFECTIVE- NESS INCLUDING SOME EFFECTS OF SPANWISE AILERON LOCATION FOR SWEPTBACK WINGS WITH ASPECT RATIO OF 8.0. H. Kurt StrasB. February 1954. 26p. diagrs., photos., tab. (NACA RM L53L11) |
|1.2.2.4.1|,|EFFECT ON THE LOW -SPEED AERODYNAMIC CHARACTERISTICS OF A 49*&gt; SWEPTBACK WING HAVING AN ASPECT RATIO OF 3.78 OF BLOWING AIR OVER THE TRAILING-EDGE FLAP AND AILERON. Edward F. Whittle, Jr., and Stanley Llpson. April 1954. 51p. diagrs., photo., tab. (NACA RM L54C05) |
