title,creatorsall,year,pp,id_hd,id_casi,id_repno,y,x,keywordsall,id_repno_all
On the second-order tunnel-wall-constriction corrections in two-dimensional compressible flow,"Klunker, E. Bernard and Harder, Keith C.",1951,23,metadc55689,19930083024,NACA-TN-2350,1951.0472241680782,0.8466372387152915,aerodynamics compressible flow fields,NACA-TN-2350
On the use of coupled modal functions in flutter analysis,"Woolston, Donald S. and Runyan, Harry L.",1951,13,metadc55761,19930083105,NACA-TN-2375,1951.9530648158875,0.5283241296306126,flutter characteristics modal functions,NACA-TN-2375
Effect of exhaust pressure on knock-limited performance of an air-cooled aircraft-engine cylinder,"Lord, Albert M. and Heinicke, Orville H. and Stricker, Edward G.",1948,22,metadc54790,19930082334,NACA-TN-1617,1948.6740514061264,0.314934537128427,exhaust pressures aircraft power aircraft engines,NACA-TN-1617
Determination of plate compressive strengths at elevated temperatures,"Heimerl, George J. and Roberts, William M.",1949,21,metadc55107,19930082482,NACA-TN-1806,1949.8987603387443,0.3921778989670086,stability testing compressive stress,NACA-TN-1806
"Correlation of physical properties with molecular structure for dicyclic hydrocarbons : I -2-n-alkylbiphenyl, 1,1-diphenylalkane,a,w-diphenylalkane; 1,1-dicyclohexylalkane, and a,w-dicyclohexylalkane series","Wise, Paul H. and Serijan, Kasper T. and Goodman, Irving A.",1950,33,metadc55531,19930082791,NACA-TN-2081,1950.860388587365,0.7120297998226841,hydrocarbon fuels aircraft fuels,NACA-TN-2081
Criterions for condensation-free flow in supersonic tunnels,"Burgess, Warren C., Jr. and Seashore, Ferris L.",1951,39,metadc55903,19930083279,NACA-TN-2518,1951.3904960475359,0.3515259426959193,condensation shocks aerodynamics,NACA-TN-2518
Correlations of heat-transfer data and of friction data for interrupted plane fins staggered in successive rows,"Manson, S. V.",1950,14,metadc55622,19930082879,NACA-TN-2237,1950.9651489128753,0.519200703343495,aerodynamics heat-transfer data friction data,NACA-TN-2237
The effects of yawing thin pointed wings at supersonic speeds,"Evvard, John C.",1947,26,metadc54424,19930082174,NACA-TN-1429,1947.5856274949936,0.43922449770861893,aerodynamics aircraft wings surface velocity,NACA-TN-1429
Divergence of swept wings,"Diederich, Franklin W. and Budiansky, Bernard",1948,32,metadc54760,19930082318,NACA-TN-1680,1948.3205591023582,0.2460104996143595,aircraft wings divergence effects,NACA-TN-1680
"A determination of the laminar-, transitional-, and turbulent-boundary-layer temperature-recovery factors on a flat plate in supersonic flow","Stalder, Jackson R. and Rubesin, Morris W. and Tendeland, Thorval",1950,21,metadc55456,19930082751,NACA-TN-2077,1950.2713824928035,0.8039698280539954,temperature recovery factors thermodynamics flat plates,NACA-TN-2077
Design and Performance of Family of Diffusing Scrolls with Mixed-flow Impeller and Vaneless Diffuser,"Brown, W. Byron and Bradshaw, Guy R.",1948,30,metadc54892,19930082380,NACA-TN-1568,1948.5732882634236,0.9265237768319012,diffusing scrolls aircraft compressors,NACA-TN-1568
A linearized solution for time-dependent velocity potentials near three-dimensional wings at supersonic speeds,"Evvard, John C.",1948,35,metadc54806,19930082341,NACA-TN-1699,1948.6784821659812,0.631805092359828,aircraft wings surface velocity,NACA-TN-1699
Theoretical distribution of lift on thin wings at supersonic speeds (An extension),"Evvard, John C.",1948,49,metadc54572,19930082236,NACA-TN-1585,1948.074460622438,0.8588408899747882,lift distribution aircraft wings,NACA-TN-1585
Theoretical calculations of the supersonic pressure distribution and wave drag for a limited family of tapered sweptback wings with symmetrical parabolic-arc sections at zero lift,"Kainer, Julian H.",1950,14,metadc55316,19930082671,NACA-TN-2009,1950.756808368213,0.13494575258519015,pressure distributions aircraft wings,NACA-TN-2009
Calculated effects of geometric dihedral on the low-speed rolling derivatives of swept wings,"Queijo, M. J. and Jaquet, Byron M.",1948,21,metadc54994,19930082427,NACA-TN-1732,1948.3580947701435,0.07923243333780161,aircraft stability dihedral angle,NACA-TN-1732
Comparative performance of two vaneless diffusers designed with different rates of passage curvature for mixed-flow impellers,"Barina, Frank J.",1947,11,metadc54364,19930082147,NACA-TN-1490,1947.7263182833037,0.435528425007209,aircraft diffusers aircraft power,NACA-TN-1490
Analysis of shear strength of honeycomb cores for sandwich constructions,"Werren, Fred and Norris, Charles Brazer",1950,18,metadc55598,19930082855,NACA-TN-2208,1950.4846710747372,0.19501976255327746,honeycomb cores testing,NACA-TN-2208
An analytical investigation of effect of high-lift flaps on take-off of light airplanes,"Weick, Fred E. and Flanagan, L. E., Jr. and Cherry, H. H.",1951,101,metadc55855,19930083224,NACA-TN-2404,1951.3269731671685,0.9933529780242563,personal airplanes take-offs,NACA-TN-2404
Analysis of factors influencing the stability characteristics of symmetrical twin-intake Air-induction systems,"Martin, Norman J. and Holzhauser, Curt A.",1950,16,metadc55399,19930082720,NACA-TN-2049,1950.9065554617428,0.103140207690812,analyses duct flows,NACA-TN-2049
Analysis of means of improving the uncontrolled lateral motions of personal airplanes,"McKinney, Marion O., Jr.",1949,28,metadc55626,19930082897,NACA-TN-1997,1949.525019044411,0.1795654134445719,analyses personal airplanes,NACA-TN-1997
Boundary-layer and stalling characteristics of the NACA 64A006 airfoil section,"McCullough, George B. and Gault, Donald E.",1949,24,metadc55240,19930082600,NACA-TN-1923,1949.8778061143437,0.7097069076980561,airfoils aerodynamics stalling characteristics,NACA-TN-1923
Effect of various parameters including Mach number on the single-degree-of-freedom flutter of a control surface in potential flow,"Runyan, Harry L.",1951,33,metadc55875,19930083249,NACA-TN-2551,1951.5413033496752,0.2629519332710448,flutter characteristics aircraft control,NACA-TN-2551
Effect of pressure recovery on the performance of a jet-propelled airplane,"Hanson, Frederick H., Jr. and Mossman, Emmet A.",1948,35,metadc54793,19930082336,NACA-TN-1695,1948.8713108786096,0.053808689144406396,aircraft engines pressure recovery,NACA-TN-1695
Determination of stresses in gas-turbine disks subjected to plastic flow and creep,"Millenson, M. B. and Manson, S. S.",1948,45,metadc54737,19930082308,NACA-TN-1636,1948.573067825881,0.3698173179002614,disk stresses material properties,NACA-TN-1636
Effects of modifications to the leading-edge region on the stalling characteristics of the NACA 63(sub 1)-012 airfoil section,"Kelly, John A.",1950,22,metadc55609,19930082866,NACA-TN-2228,1950.6517160227131,0.5268054591073944,airfoils aircraft modifications boundary layer separation,NACA-TN-2228
The effect of rate of change of angle of attack on the maximum lift coefficient of a pursuit airplane,"Gadeberg, Burnett L.",1951,17,metadc55933,19930083318,NACA-TN-2525,1951.1606143828872,0.3388569044035842,pursuit airplanes lift coefficients,NACA-TN-2525
The effect of rate of change of angle of attack on the maximum lift of a small model,"Harper, Paul W. and Flanigan, Roy E.",1950,20,metadc55423,19930082735,NACA-TN-2061,1950.6011867803654,0.584755761736856,lift characteristics aircraft control,NACA-TN-2061
An evaluation of the characteristics of a 10-percent-thick NACA 66-series airfoil section with a special mean-camber line designed to produce a high critical Mach number,"Loftin, Laurence K., Jr. and Cohen, Kenneth S.",1948,33,metadc54726,19930082303,NACA-TN-1633,1948.0272767436804,0.28996865506394853,aerodynamics airfoils,NACA-TN-1633
"The effect of fuel composition, compression pressure, and fuel-air ratio on the compression-ignition characteristics of several fuels","Leary, W. A. and Taylor, E. S. and Taylor, C. F. and Jovellanos, J. U.",1948,107,metadc54317,19930082123,NACA-TN-1470,1948.3576555805435,0.03583480569581732,aircraft fuel fuel ignition aircraft engines,NACA-TN-1470
Resistance of six cast high-temperature alloys to cracking caused by thermal shock,"Whitman, M. J. and Hall, R. W. and Yaker, C.",1950,29,metadc55359,19930082694,NACA-TN-2037,1950.551990444622,0.7416076930115177,metallic properties thermal shock cracking,NACA-TN-2037
A simplified method for the determination and analysis of the neutral-lateral-oscillatory-stability boundary,"Sternfield, Leonard and Gates, Ordway B., Jr.",1948,45,metadc55392,19930082715,NACA-TN-1727,1948.793370248831,0.7403077704941053,aircraft stability equations,NACA-TN-1727
A study of elastic and plastic stress concentration factors due to notches and fillets in flat plates,"Hardrath, Herbert F. and Ohman, Lachlan",1951,23,metadc55909,19930083288,NACA-TN-2566,1951.5994356454034,0.7418581289737999,stress testing elastic stresses,NACA-TN-2566
Study by the Prandtl-Glauert method of compressibility effects and critical Mach number for ellipsoids of various aspect ratios and thickness ratios,"Hess, Robert V. and Gardner, Clifford S.",1949,26,metadc55079,19930082467,NACA-TN-1792,1949.3285939913394,0.3255001542838697,compressible flow ellipsoids,NACA-TN-1792
"Synthesis of cyclopropane hydrocarbons from methylcyclopropyl ketone 3: 2-cyclopropyl-1-butene, cis and trans 2-cyclopropyl-2-butene, and 2-cyclopropylbutane","Slabey, Vernon A. and Wise, Paul H.",1951,22,metadc55738,19930083078,NACA-TN-2398,1951.6604706352596,0.2952490739322411,hydrocarbons chemical properties,NACA-TN-2398
"Synthesis, purification and physical properties of hydrocarbons of the naphthalene series 1: 1-methylnaphthalene, 1-ethylnaphthalene, 1-butylnaphthalene, and 1-isobutylnaphthalene","Hipsher, Harold F. and Wise, Paul H.",1951,19,metadc55704,19930083040,NACA-TN-2430,1951.0218966509003,0.8443456747176549,hydrocarbon fuels aircraft fuel,NACA-TN-2430
"Synthesis and purification of alkyldiphenylmethane hydrocarbons 1: 2-methyldiphenylmethane, 3-methyldiphenylmethane, 2-ethyldiphenylmethane, 4-ethyldiphenylmethane and 4-isopropyldiphenylmethane","Lamneck, John H., Jr. and Wise, Paul H.",1950,17,metadc55613,19930082870,NACA-TN-2230,1950.0909161956401,0.7903737788850786,hydrocarbon fuels aircraft fuel chemical properties,NACA-TN-2230
The Wing With a Pointed Tip,"v. Prondzynski, Stephan",1922,5,metadc55794,19930083151,NACA-TM-146,1922.945351591165,0.7452049148190973,aircraft wings aircraft construction wing tips,NACA-TM-146
Flight investigation of the effect of transient wing response on measured accelerations of a modern transport airplane in rough air,"Shufflebarger, C. C. and Mickleboro, Harry C.",1950,18,metadc55489,19930082768,NACA-TN-2150,1950.6529881519477,0.3078770519255738,aircraft wings aircraft acceleration,NACA-TN-2150
Supersonic Conical Flow,"Maslen, Stephen H.",1952,32,metadc55866,19930083238,NACA-TN-2651,1952.0654068246774,0.17797242103916255,supersonic conical flow flow characteristics,NACA-TN-2651
Elastic Constants for Corrugated-Core Sandwich Plates,"Libove, Charles and Hubka, Ralph E.",1951,105,metadc55649,19930082945,NACA-TN-2289,1951.1700896651914,0.26160941010861216,sandwich plates elastic constants,NACA-TN-2289
Laminar Boundary Layer Over Flat Plate in a Flow Having Circular Streamlines,"Mager, Artur and Hansen, Arthur G.",1952,28,metadc55925,19930083308,NACA-TN-2658,1952.3978846318955,0.5340218960754248,laminar boundary layers flat plates,NACA-TN-2658
Pitching-Moment Derivatives Cmq and Cma at Supersonic Speeds for a Slender-Delta-Wing and Slender-Body Combination and Approximate Solutions for Broad-Delta-Wing and Slender-Body Combinations,"Henderson, Arthur, Jr.",1951,29,metadc55877,19930083252,NACA-TN-2553,1951.153247340561,0.07006429398927627,wing-body combinations aircraft stability pitching-moment derivatives,NACA-TN-2553
Physical Properties at Elevated Temperature of Seven Hot-Pressed Ceramics,"Gangler, James J. and Robards, Chester F. and McNutt, James E.",1949,33,metadc55236,19930082589,NACA-TN-1911,1949.2058022655474,0.48277325085221146,material properties gas turbine engines,NACA-TN-1911
Politics of Aviation Fields,"Vivent, Jacques",1922,6,metadc55690,19930083025,NACA-TM-112,1922.4402505886799,0.8586867055848905,government aircraft air traffic,NACA-TM-112
Possible Application of Blade Boundary-Layer Control to Improvement of Design and Off-Design Performance of Axial-Flow Turbomachines,"Sinnette, John T., Jr. and Costello, George R.",1951,32,metadc55742,19930083082,NACA-TN-2371,1951.113324148664,0.8042468142156902,boundary layer control airfoils,NACA-TN-2371
Plate Compressive Strength of FS-1H Magnesium-Alloy Sheet and a Maximum-Strength Formula for Magnesium-Alloy and Aluminum-Alloy Formed Sections,"Gallaher, George L.",1948,23,metadc54950,19930082405,NACA-TN-1714,1948.5816376718587,0.7891345356277312,magnesium alloys compressive strength metallic properties,NACA-TN-1714
Practical Methods of Calculation Involved in the Experimental Study of an Autopilot and the Autopilot-Aircraft Combination,"Smaus, Louis H. and Stewart, Elwood C.",1951,26,metadc55747,19930083087,NACA-TN-2373,1951.8212058700988,0.1315578596340814,calculations autopilots,NACA-TN-2373
Prandtl-Meyer Flow for a Diatomic Gas of Variable Specific Heat,"Noyes, Robert N.",1950,22,metadc55568,19930082823,NACA-TN-2125,1950.311455914863,0.6122112641301134,thermodynamics Prandtl-Meyer flow calculations,NACA-TN-2125
"The Performance of a Composite Engine Consisting of a Reciprocating Spark-Ignition Engine, a Blow-Down Turbine, and a Steady-Flow Turbine","Turner, L. Richard and Noyes, Robert N.",1947,56,metadc54220,19930082079,NACA-TN-1447,1947.3423163878495,0.07960142109269785,aircraft design aircraft engines composite engines,NACA-TN-1447
A Photoelastic Investigation of Stress Concentrations Due to Small Fillets and Grooves in Tension,"Frocht, M. M.",1951,45,metadc55895,19930083271,NACA-TN-2442,1951.1274275304606,0.4039927756608458,aircraft design fatigue testing,NACA-TN-2442
Experimental Investigation of the Jet-Boundary Constriction Correction for a Model Spanning a Closed Circular Tunnel,"Tucker, M. and Rousso, M. D.",1948,30,metadc54740,19930082310,NACA-TN-1638,1948.6964197004795,0.8494191180694782,aircraft testing wind tunnel testing,NACA-TN-1638
Experimental Studies of Knock-Limited Blending Characteristics of Aviation Fuels 3 - Aromatics and Cycloparaffins,"Drell, I. L. and Wear, J. D.",1947,20,metadc54409,19930082168,NACA-TN-1416,1947.9705675001771,0.6657020091522333,aircraft fuels fuel blends,NACA-TN-1416
Experimental Study of Effect of Vaneless-Diffuser Diameter on Diffuser Performance,"Bradshaw, Guy R. and Laskin, Eugene B.",1948,28,metadc54949,19930082404,NACA-TN-1713,1948.0018622492316,0.7574303497189151,aircraft diffusers vaneless diffusers,NACA-TN-1713
Experimental Investigation of Flutter of a Propeller With Clark Y Section Operating at Zero Forward Velocity at Positive and Negative Blade-Angle Settings,"Baker, John E. and Paulnock, Russell S.",1949,13,metadc55256,19930082622,NACA-TN-1966,1949.8810363438106,0.24119935437844864,aircraft stability flutter characteristics,NACA-TN-1966
Temperature Gradients in the Wing of a High-Speed Airplane During Dives From High Altitudes,"Tendeland, Thorval and Schlaff, Bernard A.",1948,52,metadc54749,19930082313,NACA-TN-1675,1948.813243837024,0.5857667757662384,thermodynamics thermal stresses,NACA-TN-1675
Tables for Determining Reduction of Energy and Intensity of X-Rays and Gamma-Rays at Various Scattering Angles in Small Thickness of Matter,"Allen, G.",1950,45,metadc55339,19930082684,NACA-TN-2026,1950.9803842676986,0.7252878941770603,gamma rays quantum energies,NACA-TN-2026
The Application of Green's Theorem to the Solution of Boundary-Value Problems in Linearized Supersonic Wing Theory,"Heaslet, Maxwell A. and Lomax, Harvard",1949,41,metadc55016,19930082440,NACA-TN-1767,1949.919828230466,0.03599225680272555,Green's theorem steady-state equations,NACA-TN-1767
Spray Characteristics of Four Flying-Boat Hulls as Affected by Length-Beam Ratio,"Hodges, William W. and Woodward, David R.",1948,49,metadc54979,19930082420,NACA-TN-1726,1948.4990680683802,0.5459541628405371,flying boats length-beam ratios,NACA-TN-1726
Torsional Strength of Stiffened D-Tubes,"Kavanaugh, E. S. and Drinkwater, W. D.",1951,47,metadc55754,19930083098,NACA-TN-2362,1951.4376361612256,0.04536246024722568,aluminum alloys material propeties torsional strength,NACA-TN-2362
Turbulence-Intensity Measurements in a Jet of Air Issuing From a Long Tube,"Little, Barney H., Jr. and Wilbur, Stafford W.",1951,30,metadc55753,19930083096,NACA-TN-2361,1951.3655514463665,0.3525077826750389,turbulent flow aircraft stability,NACA-TN-2361
Strength and Creep Characteristics of Ceramic Bodies at Elevated Temperatures,"Burdick, M. D. and Moreland, R. E. and Geller, R. F.",1949,53,metadc54863,19930082367,NACA-TN-1561,1949.6379643099617,0.6870003502999089,material properties thermodynamics ceramic oxide,NACA-TN-1561
Supersonic Nozzle Design,"Crown, J. Conrad",1948,34,metadc54642,19930082268,NACA-TN-1651,1948.5471269703114,0.3394520442928556,aircraft nozzles aircraft testing,NACA-TN-1651
A Review of Information on the Mechanical Properties of Aluminum Alloys at Low Temperatures,"Bogardus, K. O. and Stickley, G. W. and Howell, F. M.",1950,65,metadc55534,19930082792,NACA-TN-2082,1950.3195719482715,0.4554922762941479,aluminum alloys metallic properties,NACA-TN-2082
Stability of Alclad Plates,"Buchert, Kenneth P.",1949,33,metadc55379,19930082706,NACA-TN-1986,1949.5362029882447,0.08057316852403129,Alclad metallic properties calculations,NACA-TN-1986
Water Landing Investigation of a Model Having a Heavy Beam Loading and a 30 Degree Angle of Dead Rise,"Batterson, Sidney A. and McArver, A. Ethelda",1950,25,metadc55322,19930082675,NACA-TN-2015,1950.4021082438605,0.8398710047729843,hydrodynamics water landings lift coefficients,NACA-TN-2015
Water-Landing Investigation of a Model Having Heavy Beam Loadings and 0 Degrees Angle of Dead Rise,"McArver, A. Ethelda",1951,19,metadc55645,19930082935,NACA-TN-2330,1951.2160578745945,0.38410536225724434,water landings beam loading coefficients,NACA-TN-2330
Theoretical Stability Derivatives of Thin Sweptback Wings Tapered to a Point With Sweptback or Sweptforward Trailing Edges for a Limited Range of Supersonic Speeds,"Malvestuto, Frank S., Jr. and Margolis, Kenneth",1949,30,metadc55001,19930082431,NACA-TN-1761,1949.3152099579015,0.6393300271599497,aircraft stability aircraft wings thin sweptback wings,NACA-TN-1761
Investigation of a Two-Step Nozzle in the Langley 11-Inch Hypersonic Tunnel,"McLellan, Charles H. and Williams, Thomas W. and Bertram, Mitchel H.",1950,71,metadc55514,19930082782,NACA-TN-2171,1950.0978648132846,0.7042225906369408,aircraft nozzles wind tunnel testing,NACA-TN-2171
Flow Separation Ahead of Blunt Bodies at Supersonic Speeds,"Moeckel, W. E.",1951,39,metadc55678,19930083006,NACA-TN-2418,1951.09697261259,0.9577034265597418,flow characteristics dead-air regions,NACA-TN-2418
An Analysis of the Transition of a Helicopter From Hovering to Steady Autorotative Vertical Descent,"Nikolsky, A. A. and Seckel, Edward",1949,29,metadc55233,19930082585,NACA-TN-1907,1949.4817216135527,0.35993860723793825,autorotative flights helicopters,NACA-TN-1907
An Analytical Study of the Steady Vertical Descent in Autorotation of Single-Rotor Helicopters,"Nikolsky, A. A. and Seckel, Edward",1949,28,metadc55232,19930082584,NACA-TN-1906,1949.2685421544447,0.6557561356226534,helicopters power failures,NACA-TN-1906
Aerodynamic Laboratory at Cuatro Vientos,Jubera,1922,4,metadc55750,19930083092,NACA-TM-134,1922.3855080992766,0.36428961808234017,experiments propellers,NACA-TM-134
Effects of Several Design Variables on Turbine-Wheel Weight,"LaValle, Vincent L. and Huppert, Merle C.",1949,24,metadc55118,19930082488,NACA-TN-1814,1949.3496529720294,0.6033066193299079,aircraft engines turbine wheels,NACA-TN-1814
X-Ray Diffraction Investigation of Minor Phases of 20 High-Temperature Alloys,"Rosenbaum, B. M.",1948,28,metadc54566,19930082232,NACA-TN-1580,1948.11534282228,0.23102404705630353,metallic properties x-ray diffraction,NACA-TN-1580
An Investigation by the Hodograph Method of Flow Through a Symmetrical Nozzle With Locally Supersonic Regions,"Ehlers, F. Edward and Cohen, Hirsh G.",1951,61,metadc55867,19930083239,NACA-TN-2547,1951.511578684006,0.26932107170178743,flow characteristics compressible fluids,NACA-TN-2547
Experimental Investigation of Localized Regions of Laminar-Boundary-Layer Separation,"Bursnall, William J. and Loftin, Laurence K., Jr.",1951,58,metadc55665,19930082976,NACA-TN-2338,1951.6707104640157,0.0315784159560879,airfoils laminar separation,NACA-TN-2338
Laboratory Investigation of Ice Formation and Elimination in the Induction System of a Large Twin-Engine Cargo Aircraft,"Coles, Willard D.",1947,30,metadc54423,19930082173,NACA-TN-1427,1947.6109417644666,0.5843014714779947,aircraft design aircraft testing aircraft performance,NACA-TN-1427
An Investigation of Aircraft Heaters 37: Experimental Determination of Thermal and Hydrodynamical Behavior of Air Flowing Along a Flat Plate Containing Turbulence Promotors,"Boelter, L. M. K. and Young, G. and Greenfield, M. L. and Sanders, V. D. and Morgan, M.",1951,26,metadc55899,19930083275,NACA-TN-2517,1951.7416735180047,0.30919993614739916,thermodynamics aerodynamics aircraft stability,NACA-TN-2517
An Investigation of Aircraft Heaters 34: Experimental Determination of Thermal and Hydrodynamical Behavior of Air Flowing Between a Flat and a Wave-Shaped Plate,"Boelter, L. M. K. and Sanders, V. D. and Young, G. and Morgan, M. and Morrin, E. H.",1951,30,metadc55687,19930083022,NACA-TN-2426,1951.9293593556963,0.45284029474483734,hydrodynamics thermodynamics aircraft testing,NACA-TN-2426
An investigation of aircraft heaters 36: preliminary investigation of a combustion-type aircraft heater,"Boelter, L. M. K. and Elswick, W. R. and Sanders, V. D. and Rubesin, M. W.",1951,15,metadc55688,19930083023,NACA-TN-2428,1951.9933204106992,0.9850964273083626,aircraft heaters thermal performance,NACA-TN-2428
Wind-Tunnel Investigation of Effects of Unsymmetrical Horizontal-Tail Arrangements on Power-on Static Longitudinal Stability of a Single-Engine Airplane Model,"Purser, Paul E. and Spear, Margaret F.",1947,43,metadc54329,19930082127,NACA-TN-1474,1947.9716495829196,0.9639481964370205,asymmetry aircraft tails,NACA-TN-1474
Wind-Tunnel Investigation of the Contribution of a Vertical Tail to the Directional Stability of a Fighter-Type Airplane,"Marino, Alfred A. and Mastrocola, N.",1952,41,metadc55711,19930083049,NACA-TN-2488,1952.997338941603,0.17690262726468164,aircraft stability aircraft control aircraft tails,NACA-TN-2488
Tests of Two-Blade Propellers in the Langley 8-Foot High-Speed Tunnel to Determine the Effect on Propeller Performance of a Modification of Inboard Pitch Distribution,"Delano, James B. and Carmel, Melvin M.",1951,67,metadc55644,19930082932,NACA-TN-2268,1951.7732800257381,0.21602827657737778,aircraft propulsion aircraft power,NACA-TN-2268
A Thermodynamic Study of the Turbine-Propeller Engine,"Pinkel, Benjamin and Karp, Irving M.",1952,90,metadc55876,19930083250,NACA-TN-2653,1952.435195383481,0.23230316060696887,aircraft engines calculations,NACA-TN-2653
Theoretical Lift Distribution and Upwash Velocities for Thin Wings at Supersonic Speeds,"Evvard, John C. and Turner, L. Richard",1947,48,metadc54356,19930082142,NACA-TN-1484,1947.6423653166262,0.6492750263993151,calculations aerodynamics upwash velocity,NACA-TN-1484
A Theoretical Investigation of the Effect on the Lateral Oscillations of an Airplane of an Automatic Control Sensitive to Yawing Accelerations,"Beckhardt, Arnold R.",1950,27,metadc55308,19930082668,NACA-TN-2006,1950.1206165271483,0.8948731366577414,aircraft stability automatic controls aircraft control,NACA-TN-2006
Thermodynamic Charts for the Computation of Fuel Quantity Required for Constant-Pressure Combustion With Diluents,"Bogart, Donald and Okrent, David and Turner, L. Richard",1948,54,metadc54682,19930082283,NACA-TN-1655,1948.0523642667156,0.6365081086943231,chemical properties charts,NACA-TN-1655
A Graphical Method for Interpolation of Specific Flying Boats From Collapsed Results of General Tests of Flying-Boat-Hull Models,"Locke, F. W. S., Jr.",1948,34,metadc54478,19930082196,NACA-TN-1259,1948.9676523742282,0.878421075188773,hydrodynamics flying boats,NACA-TN-1259
NACA and Office of Naval Research Metallurgical Investigation of Two Large Forged Discs of S-590 Alloy,"Freeman, J. W. and Cross, Howard C.",1949,20,metadc54991,19930082426,NACA-TN-1760,1949.8530366272705,0.8844684957856666,forged discs S-590 alloy,NACA-TN-1760
Office of Naval Research and NACA Metallurgical Investigation of a Large Forged Disc of Inconel X Alloy,"Cross, Howard C. and Freeman, J. W.",1949,31,metadc55023,19930082443,NACA-TN-1770,1949.776140201971,0.9970453785027967,forged discs metallurgical investigations Inconel X,NACA-TN-1770
Office of Naval Research and NACA Metallurgical Investigation of a Large Forged Disc of S-816 Alloy,"Cross, Howard C. and Freeman, J. W.",1949,45,metadc55013,19930082438,NACA-TN-1765,1949.9549695019955,0.9910320474984307,S-816 alloy forged discs,NACA-TN-1765
A Study of Second-Order Supersonic-Flow Theory,"Van Dyke, Milton D.",1951,73,metadc55765,19930083110,NACA-TN-2200,1951.7344344865362,0.25337725409802936,supersonic flow flow characteristics,NACA-TN-2200
"Cylinder-Head Temperatures and Coolant Heat Rejections of a Multicylinder, Liquid-Cooled Engine of 1710-Cubic-Inch Displacement","Povolny, John H. and Chelko, Louis J.",1948,62,metadc54622,19930082254,NACA-TN-1606,1948.3529339990903,0.2586905982519656,cooling characteristics aircraft engines,NACA-TN-1606
Lift and Pitching Derivatives of Thin Sweptback Tapered Wings with Streamwise Tips and Subsonic Leading Edges at Supersonic Speeds,"Malvestuto, Frank S., Jr. and Hoover, Dorothy M.",1951,46,metadc55650,19930082953,NACA-TN-2294,1951.0302676885415,0.9299820824043113,thin sweptback wings supersonic flow theory,NACA-TN-2294
A Study of Water Pressure Distribution During Landings with Special Reference to a Prismatic Model Having a Heavy Beam Loading and a 30 Degree Angle of Dead Rise,"Smiley, Robert F.",1950,40,metadc55559,19930082814,NACA-TN-2111,1950.459037870912,0.36931416429447206,water pressure distributions water landings seaplanes,NACA-TN-2111
Stress-Strain and Elongation Graphs for Alclad Aluminum-Alloy 24S-T86 Sheet,"Miller, James A.",1950,29,metadc55547,19930082801,NACA-TN-2094,1950.0743291972258,0.1548676448333256,stress-strain graphs elongation graphs aluminum alloys,NACA-TN-2094
Prediction of the Effects of Propeller Operation on the Static Longitudinal Stability of Single-Engine Tractor Monoplanes with Flaps Retracted,"Weil, Joseph and Sleeman, William C., Jr.",1948,42,metadc54967,19930082414,NACA-TN-1722,1948.5733783012977,0.8356466209268444,aircraft propellers aircraft stability tractor monoplanes,NACA-TN-1722
Stress-Strain and Elongation Graphs for Alclad Aluminum-Alloy 24S-T Sheet,"Miller, James A.",1948,37,metadc54481,19930082197,NACA-TN-1512,1948.0638285364103,0.3134238146909497,stress-strain graphs elongation graphs aluminum alloys,NACA-TN-1512
Stress-Strain and Elongation Graphs for Alclad Aluminum-Alloy 24S-T81 Sheet,"Miller, James A.",1948,36,metadc54486,19930082198,NACA-TN-1513,1948.6953439953281,0.892210891819135,stress-strain graphs elongation graphs aluminum alloys,NACA-TN-1513
Chordwise and Spanwise Loadings Measured at Low Speed on a Triangular Wing Having an Aspect Ratio of Two and an NACA 0012 Airfoil Section,"Wick, Bradford H.",1948,28,metadc54641,19930082267,NACA-TN-1650,1948.9082618498062,0.188370887008112,pressure characteristics triangular wings airfoils,NACA-TN-1650
Pressure Distribution and Damping in Steady Roll at Supersonic Mach Numbers of Flat Swept-Back Wing with Subsonic Edges,"Walker, Harold J. and Ballantyne, Mary B.",1950,57,metadc55372,19930082702,NACA-TN-2047,1950.3754750360408,0.7200174923024438,pressure distributions sweptback wings,NACA-TN-2047
Effect of Compressor-Outlet Air Bleed on Performance of a Centrifugal-Flow Turbojet Engine with a Constant-Area Jet Nozzle,"Huntley, Sidney C.",1952,20,metadc55922,19930083303,NACA-TN-2713,1952.6208855563407,0.564981777836506,compressor outlets turbojet engines,NACA-TN-2713
Effects of an Aging Treatment on Life of Small Cast Vitallium Gas-Turbine Blades,"Hoffman, Charles A. and Yaker, Charles",1950,33,metadc55406,19930082724,NACA-TN-2052,1950.8377255544813,0.019727639775367067,gas-turbine blades aging effects,NACA-TN-2052
Fracture Strength of 75S-T Aluminum Alloy Under Combined Stress,"Thomsen, E. G. and Lotze, I. and Dorn, J. E.",1948,30,metadc54832,19930082353,NACA-TN-1551,1948.6428898442564,0.12209555791191962,75S-T aluminum alloy fracture strength,NACA-TN-1551
On Similarity Rules for Transonic Flows,"Kaplan, Carl",1948,16,metadc54554,19930082226,NACA-TN-1527,1948.032644386519,0.8530308944972229,transonic flows similarity rules,NACA-TN-1527
Metal Construction of Aircraft,"Warner, Edward P.",1922,4,metadc55801,19930083158,NACA-TM-153,1922.2170552443113,0.2517301340801078,metal aircraft aircraft construction,NACA-TM-153
