title,creator,year,pp,id_hd,id_casi,id_repno,y,x,keywordsall,id_repno_all
Supersonic Wave Drag of Nonlifting Delta Wings With Linearly Varying Thickness Ratio,"Henderson, Arthur, Jr.",1952,51,metadc56596,19930083608,NACA-TN-2858,1952.1499399285283,0.5615357814249599,delta wings aircraft drag,NACA-TN-2858
Supersonic-Tunnel Tests of Two Supersonic Airplane Model Configurations,"Ellis, Macon C., Jr.",1947,49,metadc58110,19930085746,NACA-RM-L7J15,1947.7582792268386,0.13155131100221606,aircraft design aircraft wings aerodynamics,NACA-RM-L7J15
Rolling Effectiveness of a Thin Tapered Wing Having Partial-Span Ailerons as Determined by Rocket-Powered Test Vehicles,"Sandahl, Carl A.",1950,12,metadc58538,19930086271,NACA-RM-L50D17,1950.5211467261167,0.6842068160375266,ailerons rolling effectiveness,NACA-RM-L50D17
Resume of Wind-Tunnel Data on the Effect of External Stores on Stability of Models of Military Airplanes,"Silvers, H. Norman",1946,7,metadc58013,19930085616,NACA-RM-L6K08,1946.0130333196707,0.6241173680403488,aircraft stability external stores aerodynamics,NACA-RM-L6K08
The Rolling Effectiveness of Wing-Tip Ailerons as Determined by Rocket-Powered Test Vehicles and Linear Supersonic Theory,"Sandahl, Carl A.",1950,32,metadc58502,19930086227,NACA-RM-L50F21,1950.459277014319,0.17099746778000968,ailerons rolling effectiveness drag coefficients,NACA-RM-L50F21
Pressure Distributions on the Blade Sections of the NACA 10-(3)(066)-033 Propeller Under Operating Conditions,"Maynard, Julian D.",1950,166,metadc58469,19930086189,NACA-RM-L9L12,1950.9408854979076,0.24761813743357375,NACA 10-(3)(066)-033 aircraft propellers pressure distribution aerodynamics,NACA-RM-L9L12
Pressure Distributions on the Blade Sections of the NACA 10-(5)(066)-03 Propeller Under Operating Conditions,"Evans, Albert J.",1950,99,metadc58417,19930086119,NACA-RM-L50B21,1950.0998006395669,0.5852742811060003,NACA 10-(5)(066)-03 aircraft propellers pressure distributions aerodynamics,NACA-RM-L50B21
Pressure Distributions on the Blade Sections of the NACA 10-(3)(049)-033 Propeller Under Operating Conditions,"Gray, W. H.",1950,120,metadc58581,19930086329,NACA-RM-L9L23,1950.6885993897095,0.659309826778225,NACA 10-(3)(049)-033 aircraft propellers pressure distribution aerodynamics,NACA-RM-L9L23
Pressure Distributions on the Blade Sections of the NACA 10-(0)(066)-03 Propeller Under Operating Conditions,"Steinberg, Seymour",1950,89,metadc58438,19930086148,NACA-RM-L50C03,1950.515210625292,0.8735581917898961,NACA 10-(0)(066)-03 aircraft propellers pressure distributions aerodynamics,NACA-RM-L50C03
Pressure Distributions on the Blade Sections of the NACA 10-(3)(090)-03 Propeller Under Operating Conditions,"Johnson, Peter J.",1950,90,metadc58481,19930086202,NACA-RM-L50A26,1950.5743297268853,0.05724970625289583,NACA 10-(3)(090)-03 aircraft propellers pressure distributions aerodynamics,NACA-RM-L50A26
Pressure Distributions Over a Wing-Fuselage Model at Mach Numbers of 0.4 to 0.99 and at 1.2,"Matthews, Clarence W.",1948,24,metadc57953,19930085535,NACA-RM-L8H06,1948.5228242753576,0.7743749835214888,pressure distributions NACA 65-010 aerodynamics flow patterns,NACA-RM-L8H06
Pressure Measurements on a Sharply Converging Fuselage Afterbody With Jet on and Off at Mach Numbers From 0.8 to 1.6,"Stoney, William E., Jr.",1950,18,metadc58480,19930086201,NACA-RM-L50F06,1950.9441142252058,0.48259362452675636,pressure distributions aerodynamics aircraft drag pressure coefficients,NACA-RM-L50F06
Pressure-Rise and Leakage-Loss Characteristics of a Rotating Cowling,"Runckel, Jack F.",1950,47,metadc58506,19930086233,NACA-RM-L50D07,1950.2289735615832,0.22754547662492608,pressure-rise characteristics leakage-loss characteristics aircraft cowlings aerodynamics,NACA-RM-L50D07
"Spin-Tunnel Investigation of a Model of a 60 Degree Delta-Wing Airplane to Determine the Spin, Recovery, and Longitudinal Trim Characteristics Throughout an Extensive Range of Mass Loadings","Klinar, Walter J.",1950,56,metadc58408,19930086108,NACA-RM-L9L06,1950.3120648380568,0.14581462265367107,aircraft wings mass loadings,NACA-RM-L9L06
Spontaneous Ignition Studies Relating to Lubricants of Reduced Flammability,"Mecklenborg, Kenneth T.",1956,17,metadc57723,19930084262,NACA-TN-3560,1956.9530095719786,0.6600409219123291,chemical properties aircraft fuels,NACA-TN-3560
Theoretical Investigation at Subsonic Speeds of the Flow Ahead of a Slender Inclined Parabolic-Arc Body of Revolution and Correlation With Experimental Data Obtained at Low Speeds,"Letko, William",1954,56,metadc57301,19930084046,NACA-TN-3205,1954.7171264934934,0.9011447691183664,aircraft design measuring tools,NACA-TN-3205
Theoretical Investigation of an Automatic Control System With Primary Sensitivity to Normal Accelerations as Used to Control a Supersonic Canard Missile Configuration,"Seaberg, Ernest C.",1951,48,metadc58908,19930086720,NACA-RM-L51D23,1951.5548489808823,0.7527699888830077,missiles canard missiles missile control aerodynamics,NACA-RM-L51D23
"Time Histories of Horizontal-Tail Loads, Elevator Loads, and Deformations on a Jet-Powered Bomber Airplane During Wind-Up Turns at Approximately 15,000 Feet and 22,500 Feet","McGowan, William A.",1950,30,metadc58550,19930086286,NACA-RM-L50F28,1950.1109450000602,0.2925098593930622,aerodynamics aircraft stabilization aerodynamic loads,NACA-RM-L50F28
The Use of Suction to Prevent Shock-Induced Separation in a Nozzle,"Sterrett, James R.",1951,64,metadc58666,19930086431,NACA-RM-L50K20,1951.1496484251052,0.026227905823898334,aircraft drag flow separation aerodynamics,NACA-RM-L50K20
Wind-Tunnel Investigation of a Wing-Fuselage Combination With External Stores,"Silvers, H. Norman",1948,55,metadc58159,19930085803,NACA-RM-L7K20,1948.9511614753028,0.44839298097958247,wing-fuselage combinations buffeting aerodynamics,NACA-RM-L7K20
"Wind-Tunnel Investigation of Air Loads Over a Double Slotted Flap on the NACA 65(216)-215, a = 0.8 Airfoil Section","Visconti, Fioravante",1947,20,metadc58015,19930085619,NACA-RM-L7A30,1947.425298280546,0.8514234109295378,aircraft flaps double slotted flaps aerodynamics airfoils,NACA-RM-L7A30
Wind-Tunnel Investigation at a Mach Number of 1.53 of an Airplane With a Triangular Wing,"Scherrer, Richard",1948,61,metadc58178,19930085824,NACA-RM-A7J05,1948.6544940406773,0.1646003778546603,aerodynamics aircraft design triangular aircraft wings supersonic airplanes,NACA-RM-A7J05
Wind-Tunnel Investigation at Low Speed of a Wing Swept-Back 63 Degrees and Twisted and Cambered for a Uniform Load at a Lift Coefficient of 0.5,"Weiberg, James A.",1950,53,metadc58464,19930086183,NACA-RM-A50A23,1950.8691887375874,0.2208976970953378,aerodynamics sweptback wings aircraft design twisted and cambered wings,NACA-RM-A50A23
Wind-Tunnel Investigation at Low Speed of a Wing Swept Back 63 Degrees and Twisted and Cambered for Uniform Load at a Lift Coefficient of 0.5 and With a Thickened Tip Section,"Weiberg, James A.",1950,42,metadc58676,19930086441,NACA-RM-A50I14,1950.1928145137626,0.018722416881812642,aerodynamics aircraft design sweptback wings tip thickness,NACA-RM-A50I14
Water Landing Investigation of a Hydro-Ski Model at Beam Loadings of 18.9 and 4.4,"Batterson, Sidney A.",1951,54,metadc58920,19930086732,NACA-RM-L51F27,1951.2023708050936,0.08185462312637115,aircraft skis water landings aerodynamics hydrodynamics,NACA-RM-L51F27
"Wind-Tunnel Investigation at Mach Numbers From 0.50 to 1.29 of an Unswept, Tapered Wing of Aspect Ratio 2.67 With Leading- and Trailing-Edge Flaps - Flaps Deflected in Combination","Stivers, Louis S., Jr.",1951,41,metadc58709,19930086481,NACA-RM-A50K27b,1951.3531963803564,0.15596606973416083,aerodynamics unswept wings aircraft design,NACA-RM-A50K27b
Wind-Tunnel Investigation at Subsonic and Low Transonic Speeds of the Effects of Aileron Span and Spanwise Location on the Rolling Characteristics of a Test Vehicle With Three Untapered 45 Degree Sweptback Wings,"Johnson, Harold S.",1951,26,metadc58750,19930086533,NACA-RM-L51B16,1951.2469503335453,0.18054980853067548,aircraft wings aircraft stability ailerons,NACA-RM-L51B16
Wind-Tunnel Investigation at Low Speeds of Various Plug-Aileron and Lift-Flap Configurations on a 42 Degree Sweptback Semispan Wing,"Schneiter, Leslie E.",1949,45,metadc57942,19930085519,NACA-RM-L8K19,1949.8440656891848,0.6839548372632946,aircraft wings sweptback wings plug-aileron configurations,NACA-RM-L8K19
A Wind-Tunnel Investigation at Low Speed of Various Lateral Controls on a 45 Degree Swept-Back Wing,"Hopkins, Edward J.",1948,22,metadc58232,19930085888,NACA-RM-A7L16,1948.092458303462,0.6773972794220381,aerodynamics aircraft design sweptback wings,NACA-RM-A7L16
Wind-Tunnel Investigation of the Effects of a Jet Engine Nacelle on the Aerodynamic Characteristics of a 37.25 Degree Swept Back Wing at High Subsonic Speeds,"Boltz, Frederick W.",1950,28,metadc58607,19930086360,NACA-RM-A50H23,1950.182463609926,0.5743360870900632,aerodynamics wing-nacelle combinations nacelles,NACA-RM-A50H23
Wind-Tunnel Investigation of the Low-Speed Longitudinal and Lateral Control Characteristics of a Triangular-Wing Model of Aspect Ratio 2.31 Having Constant-Chord Control Surfaces,"Wolhart, Walter D.",1950,41,metadc58555,19930086293,NACA-RM-L50G17,1950.4485792030407,0.4093692884446959,aircraft wings triangular wings aircraft control,NACA-RM-L50G17
Wind-Tunnel Investigation of the Effects of Various Asymmetric Canopy Modifications on the Behavior of Descending Parachutes,"Scher, Stanley H.",1952,20,metadc58933,19930086746,NACA-RM-L51J18,1952.118402439025,0.24820159346615367,parachutes aerodynamics canopy modifications,NACA-RM-L51J18
Wind-Tunnel Investigation of the Low-Speed Stability and Control Characteristics of a Model With a Sweptback Vee Tail and a Sweptback Wing,"Polhamus, Edward C.",1948,31,metadc58145,19930085787,NACA-RM-L7K13,1948.3389800589036,0.5681648618719717,aircraft tails aircraft wings vee tails sweptback wings,NACA-RM-L7K13
The Use of Area Suction for the Purpose of Delaying Separation of Air Flow at the Leading Edge of a 63 Degree Swept-Back Wing,"Cook, Woodrow L.",1950,68,metadc58533,19930086265,NACA-RM-A50H09,1950.9815177141409,0.3735124518424995,aerodynamics area suction aircraft design,NACA-RM-A50H09
"Altitude-Test-Chamber Investigation of Performance of a 28-Inch Ram-Jet Engine 4: Effect of Inlet-Air Temperature, Combustion-Chamber-Inlet Mach Number, and Fuel Volatility on Combustion Performance","Kahn, Robert W.",1951,28,metadc58813,19930086611,NACA-RM-E51D11,1951.2691142642361,0.7884311607092377,aircraft power combustion performance,NACA-RM-E51D11
Force and Pressure Characteristics for a Series of Nose Inlets at Mach Numbers From 1.59 to 1.99 4: Conical-Spike External-Internal Compression Inlet Utilizing Perforated Cowl,"Madden, Robert T.",1951,46,metadc58925,19930086737,NACA-RM-E51B05,1951.8932004438466,0.13900627147109101,perforated cowls aircraft inlets,NACA-RM-E51B05
"Preliminary Wind-Tunnel Investigation at High-Subsonic Speeds of Planing-Tail, Blended, and Airfoil-Forebody Swept Hulls","Riebe, John M.",1949,33,metadc58198,19930085846,NACA-RM-L9D01,1949.3708468520501,0.1307992379405144,aerodynamics flying-boat hulls,NACA-RM-L9D01
Design Criteria for Axisymmetric and Two-Dimensional Supersonic Inlets and Exits,"Connors, James F.",1956,42,metadc57924,19930084405,NACA-TN-3589,1956.141235432268,0.8360438704511358,aircraft inlets aerodynamics aircraft design,NACA-TN-3589
Wing-Flow Study of Pressure-Drag Reduction at Transonic Speed by Projecting a Jet of Air From the Nose of a Prolate Spheroid of Fineness Ratio 6,"Lopatoff, Mitchell",1951,20,metadc58891,19930086701,NACA-RM-L51E09,1951.2752804473992,0.6389301036577772,pressure-drag reduction aircraft pressure aerodynamics,NACA-RM-L51E09
Yaw Characteristics of a 52 Degree Sweptback Wing of NACA 64(Sub 1)-112 Section With a Fuselage and With Leading-Edge and Split Flaps at Reynolds Numbers From 1.93 X 10(Exp 6) to 6.00 X 10(Exp 6),"Salmi, Reino J.",1948,33,metadc57990,19930085582,NACA-RM-L8H12,1948.5223786138015,0.04571081979098324,aircraft wings sweptback wings fuselages,NACA-RM-L8H12
"Yaw Characteristics and Sidewash Angles of a 42 Degree Sweptback Circular-Arc Wing With a Fuselage and With Leading-Edge and Split Flaps at a Reynolds Number of 5,300,000","Salmi, Reino J.",1947,38,metadc58162,19930085807,NACA-RM-L7I30,1947.347266064792,0.08028378887977639,aerodynamics aircraft wings airfoils aircraft stability,NACA-RM-L7I30
"The Zero-Lift Wave Drag of a Particular Family of Unswept, Tapered Wings With Linearly Varying Thickness Ratio","Henderson, Arthur, Jr.",1955,28,metadc57644,19930084221,NACA-TN-3418,1955.667077958032,0.11059102718673741,aircraft wings drag characteristics bending-stress characteristics,NACA-TN-3418
Analysis of the Horizontal-Tail Loads Measured in Flight on a Multiengine Jet Bomber,"Aiken, William S., Jr.",1955,69,metadc57748,19930084276,NACA-TN-3479,1955.667661079655,0.9388057696395621,horizontal-tail loads jet bombers,NACA-TN-3479
Some Exact Solutions of Two-Dimensional Flows of Compressible Fluid With Hodograph Method,"Chang, Chieh-Chien",1953,63,metadc56900,19930083784,NACA-TN-2885,1953.5094904995483,0.953846502890718,flow characteristics compressible fluids hodograph method,NACA-TN-2885
Application of Response Function to Calculation of Flutter Characteristics of a Wing Carrying Concentrated Masses,"Serbin, H.",1951,52,metadc56257,19930083433,NACA-TN-2540,1951.0235246388222,0.5963222085157345,airplane designs wings,NACA-TN-2540
Analysis and Preliminary Investigation of Eddy-Current Heating for Icing Protection of Axial-Flow-Compressor Blades,"Dallas, Thomas",1949,66,metadc58299,19930085965,NACA-RM-E9E06,1949.1873234068364,0.31264025117234084,blades turbojet engines,NACA-RM-E9E06
Balloon Fabrics Made of Goldbeater's Skins,"Chollet, L.",1922,13,metadc56183,19930083385,NACA-TM-172,1922.1656178694566,0.7782119652426589,balloons balloon fabrics,NACA-TM-172
Prediction of Downwash Behind Swept-Wing Airplanes at Subsonic Speed,"DeYoung, John",1955,104,metadc57562,19930084179,NACA-TN-3346,1955.8916671260074,0.41501309319024005,swept-wing airplanes aerodynamics downwash,NACA-TN-3346
Wind-Tunnel Investigation of the Stability of Jettisoned Nose Sections of the D-558 Airplane: Phases 1 and 2,"Scher, Stanley H.",1948,33,metadc58139,19930085778,NACA-RM-L7K10,1948.268151112268,0.8454476271582521,aircraft stability aircraft noses Douglas D-558,NACA-RM-L7K10
Wind-Tunnel Investigation of Wing Inlets for a Four-Engine Airplane,"Bartlett, Walter A., Jr.",1947,65,metadc58127,19930085765,NACA-RM-L6L11,1947.2078690749156,0.384190139122619,aircraft propellers nacelles pressure recovery,NACA-RM-L6L11
"Theoretical Investigation of the Dynamic Lateral Stability Characteristics of Douglas Design No. 39C, an Early Version of the X-3 Research Airplane","Bennett, Charles V.",1949,39,metadc57979,19930085567,NACA-RM-L8L31,1949.7927757166008,0.14606303318866642,Douglas X-3 aircraft stability aircraft control,NACA-RM-L8L31
Tests of Lifting Surfaces on Conical and Cylindrical Portions of a Body at Subsonic Mach Numbers and at a Mach Number of 1.2,"Osborne, Robert S.",1949,22,metadc58263,19930085923,NACA-RM-L9F29,1949.0034242435197,0.6397714085713032,aircraft control aircraft wings aerodynamics,NACA-RM-L9F29
"Theoretical Investigation of the Dynamic Lateral Stability Characteristics of the Douglas X-3 Research Airplane, Study 41-B","Bennett, Charles V.",1950,31,metadc58422,19930086128,NACA-RM-L50B28,1950.6418076383552,0.19691936992919679,Douglas X-3 aircraft stability autopilots,NACA-RM-L50B28
A Theoretical Method of Analyzing the Effects of Yaw-Damper Dynamics on the Stability of an Aircraft Equipped With a Second-Order Yaw Damper,"Schy, Albert A.",1952,72,metadc56590,19930083605,NACA-TN-2857,1952.332517330479,0.09147944621739856,autopilot aircraft stability yaw damper,NACA-TN-2857
Analysis of Multiengine Transport Airplane Fire Records,"Pesman, Gerard J.",1950,19,metadc58414,19930086114,NACA-RM-E9J19,1950.895743692522,0.012075965034101355,aircraft fires aircraft safety,NACA-RM-E9J19
Bibliography of Classified Aircraft-Fire Literature,"Weiss, Solomon",1949,45,metadc58377,19930086068,NACA-RM-E9H03a,1949.495975702422,0.05606971843206365,aircraft fires aircraft safety,NACA-RM-E9H03a
Appraisal of Hazards to Human Survival in Airplane Crash Fires,"Pesman, Gerard J.",1953,98,metadc56833,19930083745,NACA-TN-2996,1953.1196083429256,0.42999973790257207,aircraft safety aircraft crashes,NACA-TN-2996
"Notes on Heat-Resistant Materials in Britain from Technical Mission October 13 to November 30, 1950","Freeman, J. W.",1951,58,metadc58819,19930086618,NACA-RM-51D23,1951.4610538235916,0.7834027195996042,heat-resistant materials aircraft construction,NACA-RM-51D23
Subsonic Edges in Thin-Wing and Slender-Body Theory,"Van Dyke, Milton D.",1954,26,metadc57533,19930084167,NACA-TN-3343,1954.6950174567091,0.7657774805133203,thin-wing theory slender-body theory,NACA-TN-3343
Starting and Operating Limits of Two Supersonic Wind Tunnels Utilizing Auxiliary Air Injection Downstream of the Test Section,"Hunczak, Henry R.",1954,28,metadc57242,19930084004,NACA-TN-3262,1954.7740390045005,0.9281878785610954,wind tunnel testing air injectors,NACA-TN-3262
Supersonic Flow Past Oscillating Airfoils Including Nonlinear Thickness Effects,"Van Dyke, Milton D.",1953,41,metadc56769,19930083707,NACA-TN-2982,1953.9124655360106,0.90004365431714,airfoils supersonic flow flow characteristics,NACA-TN-2982
A Theoretical Investigation of the Short-Period Dynamic Longitudinal Stability of Airplane Configurations Having Elastic Wings of 0 Degree to 60 Degrees Sweepback,"McLaughlin, Milton D.",1954,39,metadc57159,19930083954,NACA-TN-3251,1954.9773703740425,0.9018380374329303,aircraft wings elastic wings,NACA-TN-3251
"Correlation, Evaluation, and Extension of Linearized Theories for Tire Motion and Wheel Shimmy","Smiley, Robert F.",1956,139,metadc57900,19930084381,NACA-TN-3632,1956.2881431383666,0.34788218594311826,aircraft landing gear tire motion wheel shimmy,NACA-TN-3632
The Application of Planing Characteristics to the Calculation of the Water-Landing Loads and Motions of Seaplanes of Arbitrary Constant Cross Section,"Smiley, Robert F.",1952,37,metadc56525,19930083576,NACA-TN-2814,1952.4938100487377,0.32655958753353065,planing characteristics water landings seaplanes,NACA-TN-2814
Evaluation of Alloys for Vacuum Brazing of Sintered Wrought Molybdenum for Elevated-Temperature Applications,"Dike, Kenneth C.",1954,13,metadc57007,19930083850,NACA-TN-3148,1954.3542394190654,0.2594999077432495,molybdenum brazing alloys,NACA-TN-3148
Linearized Lifting-Surface and Lifting-Line Evaluations of Sidewash Behind Rolling Triangular Wings at Supersonic Speeds,"Bobbitt, Percy J.",1956,63,metadc57822,19930084318,NACA-TN-3609,1956.7246208400802,0.7161528974539592,lifting-surface theory aircraft loading,NACA-TN-3609
Theoretical Calculations of the Lateral Stability Derivatives for Triangular Vertical Tails with Subsonic Leading Edges Traveling at Supersonic Speeds,"Bobbitt, Percy J.",1954,68,metadc57106,19930083916,NACA-TN-3240,1954.3139306469247,0.8904704793654302,aircraft stability aircraft tails vertical tails,NACA-TN-3240
Estimation of Forces and Moments Due to Rolling for Several Slender-Tail Configurations at Supersonic Speeds,"Bobbitt, Percy J.",1953,71,metadc57204,19930083980,NACA-TN-2955,1953.9707971299117,0.24494203370047118,slender-tail arrangements aircraft tails,NACA-TN-2955
Penetration of Liquid Jets into a High-Velocity Air Stream,"Chelko, Louis J.",1950,23,metadc58500,19930086225,NACA-RM-E50F21,1950.793027538749,0.357198953102668,liquid jets high-velocity air stream thrust augmentation,NACA-RM-E50F21
Effects of the Lateral Oscillation of Fixing the Rudder and Reflexing the Flaps on the Bell X-1 Airplane,"Drake, Hubert M.",1950,14,metadc58659,19930086424,NACA-RM-L50I05,1950.0552873911772,0.14696087593057305,Bell X-1 aircraft rudders,NACA-RM-L50I05
Results Obtained During Extension of U.S. Air Force Transonic-Flight Tests of XS-1 Airplane,"Goodman, Harold R.",1948,12,metadc58014,19930085618,NACA-RM-L8I28,1948.1066302540428,0.01630584277271685,XS-1 airplane aerodynamics,NACA-RM-L8I28
A Semiempirical Procedure for Computing the Water-Pressure Distribution on Flat and V-Bottom Prismatic Surfaces During Impact or Planing,"Smiley, Robert F.",1951,28,metadc56203,19930083405,NACA-TN-2583,1951.0065323812512,0.06677878505038204,water landings seaplanes rectangular flat plates,NACA-TN-2583
Water-Pressure Distribution During Landings of a Prismatic Model Having an Angle of Dead Rise of 22 1/2 Degrees and Beam-Loading Coefficients of 0.48 and 0.97,"Smiley, Robert F.",1952,37,metadc56554,19930083587,NACA-TN-2816,1952.881942503402,0.1371024899111506,water pressure distributions water landings seaplanes,NACA-TN-2816
"A Theoretical and Experimental Investigation of the Effects of Yaw on Pressures, Forces, and Moments During Seaplane Landings and Planing","Smiley, Robert F.",1952,98,metadc56561,19930083592,NACA-TN-2817,1952.001077183742,0.6209800022577874,seaplanes hydrodynamics water landings,NACA-TN-2817
A Rapid Method for Use in Design of Turbines Within Specified Aerodynamic Limits,"Cavicchi, Richard H.",1953,72,metadc56602,19930083609,NACA-TN-2905,1953.9828581438073,0.6022851826080783,aircraft turbines turbojet engines,NACA-TN-2905
Practical Calculation of Second-Order Supersonic Flow Past Nonlifting Bodies of Revolution,"Van Dyke, Milton D.",1952,67,metadc56339,19930083480,NACA-TN-2744,1952.4350040092168,0.03710818145688788,supersonic flow second-order flow,NACA-TN-2744
High-Speed Subsonic Characteristics of 16 NACA 6-Series Airfoil Sections,"Van Dyke, Milton D.",1952,65,metadc56889,19930083777,NACA-TN-2670,1952.9337329837028,0.7940004880031957,airfoils subsonic characteristics,NACA-TN-2670
"Measurements in Flight of the Longitudinal Characteristics of Two Jet Aircraft, One With a Diving Tendency and the Other With a Climbing Tendency at High Mach Numbers","Anderson, Seth B.",1951,18,metadc58910,19930086722,NACA-RM-A51E14,1951.1393208777622,0.3637422347733079,aircraft stability diving tendencies climbing tendencies,NACA-RM-A51E14
Influence of Wing and Fuselage on the Vertical-Tail Contribution to the Low-Speed Rolling Derivatives of Midwing Airplane Models with 45 Degree Sweptback Surfaces,"Wolhart, Walter D.",1951,55,metadc56208,19930083409,NACA-TN-2587,1951.6647117308094,0.3158913935878449,aircraft wings aircraft fuselages vertical tail contributions,NACA-TN-2587
Experimental Investigation of the Low-Speed Static and Yawing Stability Characteristics of a 45 Degrees Sweptback High-Wing Configuration with Various Twin Vertical Wing Fins,"Goodman, Alex",1951,25,metadc56210,19930083410,NACA-TN-2534,1951.1568223622842,0.6127192097734586,aircraft stability wing fins,NACA-TN-2534
Study by NACA Wing-Flow Method of Transonic Drag Characteristics of a Blunt-Nose Body of Revolution and Comparison with Results for a Sharp-Nose Body,"Johnston, J. Ford",1949,26,metadc58238,19930085894,NACA-RM-L9C11,1949.2316114633693,0.20337225433618178,drag characteristics bodies of revolution,NACA-RM-L9C11
Estimation of Range of Stability Derivatives for Current and Future Pilotless Aircraft,"Pitkin, Marvin",1947,22,metadc58361,19930086047,NACA-RM-L7E29,1947.040153189989,0.10138131268207295,stability derivatives pilotless aircraft,NACA-RM-L7E29
Exploratory Investigation of the Effect of Skewed Plain Nose Flaps on the Low-Speed Characteristics of a Large-Scale Triangular-Wing-Fuselage Model,"Wick, Bradford H.",1950,12,metadc58359,19930086044,NACA-RM-A9K22,1950.2697709081028,0.3029802469371826,nose flaps triangular-wing-fuselage combinations,NACA-RM-A9K22
An Analytical Investigation of the Effect of the Rate of Increase of Turbulent Kinetic Energy in the Stream Direction on the Development of Turbulent Boundary Layers in Adverse Pressure Gradients,"Rashis, Bernard",1953,30,metadc56754,19930083698,NACA-TN-3049,1953.8306770118927,0.38022226778545754,boundary layers investigations,NACA-TN-3049
The Condensation Line of Air and the Heats of Vaporization of Oxygen and Nitrogen,"Furukawa, George T.",1953,30,metadc56633,19930083625,NACA-TN-2969,1953.1857745711377,0.05049726923447906,fluid mechanics and thermodynamics vaporization,NACA-TN-2969
Altitude-Chamber Performance of British Roll-Royce Nene II Engine 4: Effect of Operational Variables on Temperature Distribution at Combustion-Chamber Outlets,"Huntley, Sidney C.",1950,17,metadc58544,19930086279,NACA-RM-E50B10,1950.4108357630398,0.8432317482207226,Rolls Royce Nene II engine temperature distributions,NACA-RM-E50B10
Matrix and Relaxation Solutions That Determine Subsonic Through Flow in an Axial-Flow Gas Turbine,"Wu, Chung-Hua",1952,65,metadc56474,19930083550,NACA-TN-2750,1952.9811097607576,0.3727362841406675,axial-flow turbines flow characteristics,NACA-TN-2750
Mechanism of Generation of Pressure Waves at Flame Fronts,"Chu, Boa-Teh",1956,20,metadc57932,19930084413,NACA-TN-3683,1956.2967218013764,0.996179727393774,pressure waves flame characteristics,NACA-TN-3683
A Thermal Equation for Flame Quenching,"Potter, A. E., Jr.",1955,18,metadc57468,19930084133,NACA-TN-3398,1955.635213412365,0.3130802528752801,flame quenching quenching distance,NACA-TN-3398
Theoretical and Experimental Analysis of One-Dimensional Compressible Flow in a Rotating Radial-Inlet Impeller Channel,"Lieblein, Seymour",1952,47,metadc57214,19930083986,NACA-TN-2691,1952.2796449955742,0.6033109821351684,compressible flow radial-inlet impellers,NACA-TN-2691
Maximum Theorems and Reflections of Simple Waves,"Germain, P.",1955,22,metadc57623,19930084213,NACA-TN-3299,1955.2220168705674,0.7787826041199499,pressure waves flow characteristics,NACA-TN-3299
A Theoretical Analysis of the Field of Random Noise Source Above an Infinite Plane,"Franken, Peter A.",1955,20,metadc57692,19930084244,NACA-TN-3557,1955.7050666019497,0.9540923758614124,sound fields plane boundaries,NACA-TN-3557
Electrical Analogies for Stiffened Shells With Flexible Rings,"MacNeal, R. H.",1954,35,metadc57129,19930083934,NACA-TN-3280,1954.9176303967238,0.29796264516483717,stiffened shells flexible rings structural analysis,NACA-TN-3280
On the Analysis of Linear and Nonlinear Dynamical Systems From Transient-Response Data,"Shinbrot, Marvin",1954,51,metadc57235,19930084000,NACA-TN-3288,1954.6790492545013,0.6182482102204745,linear dynamical systems equations of motion,NACA-TN-3288
Grain-Boundary Behavior in Creep of Aluminum Bicrystals,"Rhines, F. N.",1955,56,metadc57682,19930084238,NACA-TN-3556,1955.1976748130714,0.6727581780472204,grain-boundary behavior creep testing aluminum bicrystals,NACA-TN-3556
Experimental Investigation of the Turbulent-Boundary-Layer Temperature-Recovery Factor on Bodies of Revolution at Mach Numbers From 2.0 to 3.8,"Stine, Howard A.",1952,20,metadc56137,19930083361,NACA-TN-2664,1952.348612865249,0.5180854198503339,bodies of revolution turbulent boundary layers,NACA-TN-2664
An Electromagnetic Flowmeter for Rocket Research,"Jaffe, Leonard",1951,15,metadc58704,19930086474,NACA-RM-E50L12,1951.7862776064674,0.2296474475009357,electromagnetic flowmeters liquid propellants,NACA-RM-E50L12
Efficiency of Radial-Flow Turbine of Turbo Engineering Corporation TTT13-18 Turbosupercharger,"Coulter, Earl E.",1948,31,metadc58170,19930085816,NACA-RM-SE7K24,1948.0225377247432,0.16977099949791385,radial-flow turbines aircraft turbines Turbo Engineering Corporation TT13-18,NACA-RM-SE7K24
Ground-Simulator Study of the Effects of Stick Force and Displacement on Tracking Performance,"Faber, Stanley",1955,21,metadc57763,19930084284,NACA-TN-3428,1955.764338808078,0.4346700618311945,tracking performance aircraft controls,NACA-TN-3428
Electrical Pressure Integrator,"Helfer, Arleigh P.",1952,44,metadc56114,19930083345,NACA-TN-2607,1952.8572397203147,0.5049908239819492,electrical pressure integrators airfoil pressures,NACA-TN-2607
Measurements of Turbulent Skin Friction on a Flat Plate at Transonic Speeds,"Hakkinen, Raimo J.",1955,41,metadc57807,19930084308,NACA-TN-3486,1955.491344676661,0.3412186651834196,turbulent skin friction flat plates,NACA-TN-3486
Mooring Airships,"Crocco, G. A.",1924,9,metadc58743,19930086524,NACA-TM-283,1924.4701896614347,0.3889942162389861,airships mooring airships,NACA-TM-283
